age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
44,Private,Assoc,Married,Husband,Blue-Collar,White,Male,3411,0,40,0
40,Government,Some-college,Married,Husband,White-Collar,White,Male,0,1887,40,1
59,Private,Doctorate,Married,Husband,Professional,White,Male,0,0,50,0
63,Self-Employed,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,20,0
34,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,40,0
42,Private,School,Divorced,Not-in-family,Blue-Collar,Black,Female,0,0,46,0
26,Private,Assoc,Married,Wife,Professional,White,Female,0,0,75,0
30,Private,Assoc,Single,Not-in-family,Service,White,Female,0,0,40,0
35,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
27,Self-Employed,School,Married,Husband,White-Collar,White,Male,0,0,40,1
47,Private,School,Married,Husband,Sales,White,Male,0,2179,52,0
62,Other/Unknown,Masters,Married,Husband,Other/Unknown,White,Male,0,0,2,1
32,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,60,0
20,Private,Some-college,Single,Not-in-family,Sales,White,Female,0,0,30,0
19,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,42,0
24,Private,Assoc,Divorced,Own-child,Service,White,Female,0,0,30,0
36,Private,Masters,Married,Husband,Professional,White,Male,0,1977,60,1
29,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,40,1
46,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
49,Private,Some-college,Married,Husband,Service,White,Male,0,0,40,0
34,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,50,0
66,Other/Unknown,HS-grad,Widowed,Unmarried,Other/Unknown,White,Female,0,0,40,0
35,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,1974,40,0
47,Self-Employed,Bachelors,Divorced,Not-in-family,Sales,White,Male,0,0,50,0
45,Private,School,Married,Husband,White-Collar,White,Male,2407,0,50,0
17,Private,School,Single,Other-relative,Sales,White,Female,0,0,10,0
41,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
30,Private,Assoc,Married,Wife,Blue-Collar,White,Female,0,1485,37,1
69,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
38,Private,HS-grad,Divorced,Unmarried,Service,White,Female,0,0,35,0
35,Private,HS-grad,Divorced,Other-relative,Blue-Collar,White,Male,0,0,40,0
45,Private,Some-college,Married,Husband,Professional,White,Male,0,0,50,1
48,Private,Assoc,Divorced,Unmarried,Service,White,Female,0,0,41,0
57,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
38,Private,Bachelors,Married,Husband,Service,White,Male,0,0,40,1
60,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Male,0,0,35,0
19,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,15,0
31,Self-Employed,Some-college,Married,Husband,Professional,White,Male,0,0,50,1
29,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,48,0
53,Government,Masters,Married,Husband,White-Collar,Black,Male,0,0,40,1
53,Private,Doctorate,Divorced,Not-in-family,Professional,White,Male,0,0,50,0
51,Self-Employed,Masters,Married,Husband,Sales,White,Male,0,0,40,1
19,Private,Some-college,Single,Other-relative,Blue-Collar,White,Male,0,0,50,0
58,Self-Employed,Bachelors,Married,Husband,Sales,White,Male,0,0,70,1
45,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
44,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,0
25,Private,Some-college,Single,Own-child,White-Collar,White,Male,0,0,40,0
33,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
22,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,40,0
72,Private,HS-grad,Widowed,Not-in-family,Service,White,Female,0,0,25,0
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,42,0
36,Private,School,Separated,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
50,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,55,0
41,Private,Bachelors,Divorced,Not-in-family,Blue-Collar,White,Male,2354,0,40,0
46,Private,Bachelors,Married,Husband,Service,White,Male,0,0,40,0
27,Private,HS-grad,Divorced,Unmarried,Service,Black,Female,0,0,40,0
25,Private,HS-grad,Married,Not-in-family,White-Collar,White,Male,0,0,45,0
58,Private,Some-college,Married,Wife,White-Collar,White,Female,0,0,40,1
29,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
30,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
63,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
45,Private,Bachelors,Married,Husband,White-Collar,White,Male,7298,0,53,1
42,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,47,0
34,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,65,1
34,Private,School,Married,Husband,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,60,0
55,Private,Some-college,Married,Husband,Blue-Collar,White,Male,5013,0,52,0
19,Self-Employed,HS-grad,Single,Own-child,Service,White,Male,0,0,20,0
70,Private,Some-college,Divorced,Not-in-family,Service,White,Male,0,0,80,0
50,Government,Bachelors,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,1
54,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
39,Private,Masters,Married,Husband,Professional,Black,Male,0,0,45,1
17,Government,School,Single,Own-child,Service,White,Female,0,0,16,0
58,Self-Employed,Bachelors,Married,Husband,Professional,White,Male,0,0,40,0
66,Private,School,Married,Unmarried,Blue-Collar,White,Female,0,0,40,0
36,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,1
49,Private,Bachelors,Married,Wife,Professional,White,Female,0,0,50,1
42,Government,Bachelors,Married,Husband,Professional,White,Male,5178,0,40,1
30,Private,Assoc,Married,Wife,White-Collar,Other,Female,0,1977,40,1
21,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
44,Self-Employed,Masters,Divorced,Not-in-family,White-Collar,White,Male,0,0,20,0
23,Private,School,Single,Other-relative,Blue-Collar,White,Female,0,0,40,0
46,Private,Assoc,Divorced,Not-in-family,Service,Black,Female,0,0,36,0
37,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,7688,0,50,1
44,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
25,Private,Some-college,Single,Own-child,Blue-Collar,White,Female,0,0,50,0
27,Government,Bachelors,Single,Own-child,Professional,White,Male,0,0,35,0
40,Private,Assoc,Divorced,Unmarried,White-Collar,Black,Female,0,0,32,0
51,Self-Employed,Masters,Married,Husband,White-Collar,White,Male,0,0,42,1
60,Government,Some-college,Divorced,Not-in-family,Professional,Amer-Indian-Eskimo,Female,0,0,40,0
32,Private,Bachelors,Single,Own-child,Professional,White,Male,0,0,40,0
55,Government,Assoc,Married,Husband,Professional,Asian-Pac-Islander,Male,0,0,40,1
50,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,1
42,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,45,0
43,Private,HS-grad,Single,Not-in-family,Service,Black,Female,0,0,45,0
20,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,25,0
21,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,12,0
32,Other/Unknown,Some-college,Single,Unmarried,Other/Unknown,White,Female,0,0,40,0
38,Private,Some-college,Married,Husband,Blue-Collar,White,Male,7298,0,50,1
33,Private,Assoc,Married,Husband,Service,White,Male,0,0,40,0
43,Private,School,Divorced,Unmarried,Blue-Collar,White,Female,0,0,40,0
20,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,20,0
35,Private,School,Married,Not-in-family,Service,White,Male,0,0,25,0
24,Private,Assoc,Separated,Unmarried,Blue-Collar,Asian-Pac-Islander,Male,8614,0,40,1
37,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,60,1
52,Private,Some-college,Married,Husband,White-Collar,White,Male,0,1977,50,1
33,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
54,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,1
39,Private,HS-grad,Separated,Unmarried,Blue-Collar,White,Female,0,0,24,0
31,Government,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
63,Private,School,Married,Husband,Blue-Collar,White,Male,0,1902,40,1
47,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
27,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
25,Private,Some-college,Single,Not-in-family,Service,Black,Female,2174,0,50,0
26,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
20,Private,HS-grad,Single,Unmarried,Sales,White,Male,0,0,35,0
24,Private,Masters,Single,Not-in-family,Service,White,Female,0,0,45,0
34,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,36,0
53,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,0,38,1
20,Private,School,Single,Not-in-family,Service,White,Male,0,0,40,0
24,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
17,Private,School,Single,Own-child,Blue-Collar,Other,Female,0,0,35,0
50,Private,Prof-school,Married,Husband,Professional,White,Male,0,0,60,1
39,Private,Masters,Married,Husband,Sales,White,Male,0,0,50,1
47,Private,School,Divorced,Not-in-family,Service,White,Female,0,0,38,0
90,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,30,0
26,Private,Bachelors,Single,Own-child,White-Collar,White,Female,0,0,40,0
24,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,20,0
58,Private,Some-college,Married,Husband,Sales,Black,Male,0,0,40,0
37,Private,HS-grad,Widowed,Unmarried,Blue-Collar,White,Female,0,0,20,0
50,Private,Bachelors,Married,Husband,Service,White,Male,0,0,40,1
36,Private,Masters,Married,Husband,Professional,Asian-Pac-Islander,Male,0,0,40,0
62,Self-Employed,School,Widowed,Not-in-family,Service,White,Female,0,0,66,0
46,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,5178,0,40,1
44,Private,Prof-school,Married,Husband,Professional,White,Male,0,0,29,1
33,Government,Assoc,Divorced,Unmarried,Service,White,Male,0,0,40,0
45,Government,Masters,Married,Husband,Professional,Asian-Pac-Islander,Male,0,0,50,1
29,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,2202,0,45,0
52,Private,Some-college,Married,Husband,Professional,White,Male,0,0,45,1
37,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,1
53,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,35,0
18,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,30,0
27,Government,Some-college,Separated,Not-in-family,Service,White,Female,0,0,30,0
34,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
23,Private,Bachelors,Single,Not-in-family,Professional,Asian-Pac-Islander,Male,0,0,55,0
27,Private,Bachelors,Single,Not-in-family,Service,White,Male,0,0,35,0
28,Private,HS-grad,Married,Husband,Service,Other,Male,0,0,40,0
40,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,50,0
35,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,65,1
40,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
36,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
27,Private,Assoc,Single,Not-in-family,White-Collar,White,Male,3325,0,40,0
28,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,1669,40,0
37,Private,HS-grad,Single,Unmarried,White-Collar,Black,Female,0,0,40,0
41,Government,Assoc,Married,Husband,Service,White,Male,0,0,40,0
46,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,1485,40,1
26,Private,School,Separated,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
60,Private,Bachelors,Married,Husband,Service,White,Male,0,0,25,0
44,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,58,1
29,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
41,Private,Prof-school,Married,Husband,Professional,White,Male,0,2415,40,1
25,Private,Bachelors,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
30,Private,Bachelors,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,0,36,1
22,Private,Assoc,Single,Other-relative,Service,White,Female,0,0,40,0
47,Private,School,Married,Husband,Service,White,Male,0,0,35,0
35,Private,HS-grad,Single,Not-in-family,Sales,White,Male,4787,0,40,1
29,Private,Assoc,Single,Not-in-family,Professional,White,Female,8614,0,40,1
21,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,30,0
39,Private,Some-college,Married,Husband,Professional,White,Male,0,0,50,0
25,Private,Bachelors,Widowed,Not-in-family,White-Collar,White,Female,0,0,40,0
42,Self-Employed,Bachelors,Married,Husband,Professional,White,Male,0,1887,40,1
22,Private,HS-grad,Married,Husband,Sales,Black,Male,0,0,20,0
52,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
48,Private,School,Married,Husband,Sales,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,Service,White,Male,0,0,15,0
47,Self-Employed,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,65,0
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,1721,40,0
29,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
31,Private,Bachelors,Single,Not-in-family,Service,White,Female,0,0,42,0
23,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
27,Government,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
57,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
40,Government,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
46,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,30,0
49,Private,Bachelors,Married,Not-in-family,Service,Asian-Pac-Islander,Male,0,0,40,0
44,Government,Prof-school,Married,Husband,Professional,White,Male,0,0,40,1
45,Private,Bachelors,Married,Husband,Service,Black,Male,0,0,40,1
45,Private,School,Married,Husband,Sales,White,Male,0,0,40,0
44,Government,Masters,Married,Husband,Professional,White,Male,0,0,44,1
34,Private,Bachelors,Married,Husband,Professional,White,Male,0,1848,40,1
22,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
43,Private,Bachelors,Divorced,Unmarried,Sales,White,Female,0,0,40,1
44,Private,Bachelors,Married,Husband,White-Collar,White,Male,7688,0,60,1
32,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,60,0
32,Private,Bachelors,Married,Husband,Service,White,Male,0,0,50,0
68,Other/Unknown,School,Widowed,Unmarried,Other/Unknown,Black,Female,0,0,40,0
53,Private,Some-college,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
33,Private,Masters,Married,Husband,Professional,White,Male,0,0,50,0
44,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,60,1
35,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,55,1
26,Government,Masters,Single,Not-in-family,Professional,White,Female,2174,0,40,0
50,Private,School,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
22,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,50,0
24,Private,Masters,Single,Own-child,White-Collar,White,Female,4787,0,60,1
33,Private,Assoc,Married,Wife,Professional,White,Female,7688,0,40,1
58,Government,HS-grad,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,0,80,1
53,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
51,Private,HS-grad,Divorced,Not-in-family,Professional,White,Female,0,0,40,0
33,Government,Doctorate,Married,Husband,Professional,White,Male,0,0,50,1
25,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,35,0
48,Self-Employed,HS-grad,Married,Husband,White-Collar,Asian-Pac-Islander,Male,0,0,30,0
26,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
28,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,40,0
50,Private,Some-college,Divorced,Not-in-family,Service,White,Male,0,0,45,0
74,Self-Employed,Some-college,Widowed,Unmarried,White-Collar,White,Male,0,0,40,0
54,Private,School,Separated,Unmarried,Sales,White,Female,0,0,43,0
58,Private,Bachelors,Married,Husband,White-Collar,White,Male,99999,0,50,1
52,Other/Unknown,Masters,Married,Wife,Other/Unknown,White,Female,15024,0,40,1
41,Private,Some-college,Married,Husband,Blue-Collar,Black,Male,0,0,45,1
42,Private,Bachelors,Separated,Not-in-family,Service,White,Female,0,0,50,0
57,Self-Employed,Some-college,Married,Wife,White-Collar,White,Female,0,0,60,0
39,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,13550,0,45,1
23,Private,Bachelors,Single,Own-child,White-Collar,White,Male,0,0,40,0
17,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,45,0
39,Government,Masters,Divorced,Unmarried,Professional,White,Female,0,0,40,0
23,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1573,30,0
23,Private,Some-college,Single,Not-in-family,Sales,White,Female,0,0,40,0
41,Private,Some-college,Married,Husband,Sales,White,Male,0,0,35,1
18,Private,Some-college,Single,Own-child,Service,White,Male,0,0,20,0
40,Private,HS-grad,Married,Wife,Sales,White,Female,5013,0,20,0
64,Government,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Private,Bachelors,Single,Other-relative,White-Collar,White,Male,0,0,50,0
40,Private,Some-college,Single,Not-in-family,White-Collar,Black,Female,0,0,40,0
21,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,40,0
35,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
20,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
66,Self-Employed,Bachelors,Married,Husband,Blue-Collar,White,Male,2290,0,40,0
38,Private,Some-college,Divorced,Unmarried,Service,White,Female,0,0,50,0
40,Private,School,Married,Husband,Service,Asian-Pac-Islander,Male,0,0,42,0
25,Private,Masters,Single,Own-child,Professional,White,Male,0,0,35,0
24,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
28,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,45,0
32,Private,Some-college,Married,Husband,Sales,Asian-Pac-Islander,Male,0,0,40,1
29,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,40,0
44,Private,Bachelors,Married,Husband,Professional,Black,Male,0,1977,50,1
35,Private,School,Married,Husband,Sales,White,Male,0,0,40,0
56,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,1
26,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
38,Private,Assoc,Single,Unmarried,Service,Black,Female,0,0,30,0
21,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,1721,35,0
28,Government,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,50,0
20,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,20,0
23,Private,Some-college,Single,Other-relative,White-Collar,Black,Female,0,0,40,0
17,Private,School,Single,Own-child,Sales,White,Female,0,0,25,0
25,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
36,Private,HS-grad,Single,Own-child,White-Collar,Black,Female,0,0,40,0
20,Private,School,Married,Other-relative,Blue-Collar,White,Male,2961,0,35,0
45,Government,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,35,0
28,Private,Masters,Married,Husband,Professional,White,Male,0,0,38,1
29,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
25,Private,Assoc,Single,Unmarried,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,0
51,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Female,0,0,40,0
90,Private,School,Married,Husband,White-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
23,Private,HS-grad,Single,Own-child,Blue-Collar,White,Female,0,0,40,0
26,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,50,0
54,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,50,1
50,Government,Masters,Married,Wife,Professional,White,Female,15024,0,40,1
34,Private,Assoc,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,50,0
30,Private,Assoc,Divorced,Not-in-family,Sales,White,Male,0,0,52,0
43,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,48,1
49,Government,HS-grad,Married,Husband,Service,White,Male,0,0,40,1
57,Private,School,Widowed,Unmarried,Service,Black,Male,0,0,52,0
63,Private,Some-college,Married,Husband,Sales,White,Male,0,0,50,1
65,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,2246,40,1
24,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
30,Government,Masters,Married,Husband,Professional,White,Male,0,0,45,0
39,Private,Bachelors,Married,Wife,Professional,White,Female,0,0,50,1
