age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
51,Private,HS-grad,Married,Husband,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,0
59,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Private,Assoc,Divorced,Own-child,Service,White,Male,0,0,35,0
34,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
17,Private,School,Single,Own-child,Sales,White,Female,0,0,15,0
42,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,0
26,Private,Assoc,Single,Other-relative,Sales,Black,Male,0,0,65,0
43,Private,Some-college,Married,Not-in-family,Sales,White,Male,0,0,45,0
56,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Male,0,0,45,1
38,Private,Assoc,Divorced,Not-in-family,Service,White,Female,0,0,30,0
43,Government,Prof-school,Married,Husband,Professional,Asian-Pac-Islander,Male,0,2415,55,1
37,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
46,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
67,Private,HS-grad,Married,Husband,Sales,White,Male,1797,0,4,0
42,Private,Assoc,Divorced,Not-in-family,Professional,White,Female,0,0,40,0
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Female,0,0,8,0
68,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,30,0
34,Government,HS-grad,Divorced,Unmarried,Service,White,Female,0,0,20,0
38,Private,Some-college,Divorced,Not-in-family,Professional,White,Female,0,0,32,0
68,Private,School,Separated,Not-in-family,Service,White,Male,0,0,12,0
31,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,1887,50,1
45,Government,Masters,Married,Husband,Professional,White,Male,0,0,45,1
29,Private,HS-grad,Divorced,Own-child,Blue-Collar,White,Male,0,0,40,0
39,Government,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,0
31,Government,Masters,Married,Husband,Professional,White,Male,0,0,45,0
44,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
30,Government,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,1
17,Government,School,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
29,Other/Unknown,Some-college,Married,Wife,Other/Unknown,White,Female,0,0,40,0
29,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
25,Private,Some-college,Married,Wife,White-Collar,Other,Female,0,0,40,0
47,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,50,0
27,Private,HS-grad,Single,Not-in-family,White-Collar,White,Male,0,0,50,0
25,Private,Bachelors,Married,Wife,Professional,White,Female,0,0,40,0
39,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
37,Private,Masters,Married,Husband,Service,White,Male,0,0,60,1
47,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,60,1
23,Private,Bachelors,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
43,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,4508,0,40,0
34,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
34,Private,Some-college,Single,Not-in-family,Professional,White,Female,0,0,12,1
73,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
29,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,45,0
37,Private,HS-grad,Divorced,Own-child,Blue-Collar,White,Female,0,0,40,0
23,Government,Some-college,Married,Husband,Service,White,Male,0,0,40,0
28,Private,Some-college,Married,Husband,Service,White,Male,0,0,40,1
45,Government,Masters,Married,Husband,Professional,White,Male,0,0,50,1
29,Self-Employed,Some-college,Single,Own-child,White-Collar,Asian-Pac-Islander,Male,0,0,45,0
19,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,25,0
40,Government,Masters,Divorced,Unmarried,White-Collar,White,Female,1506,0,40,0
33,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,1590,50,0
28,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
21,Private,Some-college,Single,Own-child,Service,White,Female,0,0,40,0
49,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Single,Unmarried,White-Collar,White,Female,0,2238,40,0
33,Private,HS-grad,Married,Wife,Blue-Collar,Black,Female,0,0,40,0
63,Private,Some-college,Married,Husband,Service,White,Male,0,0,24,0
38,Government,Prof-school,Married,Husband,Professional,White,Male,0,0,50,1
33,Private,HS-grad,Married,Not-in-family,White-Collar,Black,Male,0,0,40,0
43,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,48,1
18,Private,School,Single,Own-child,Service,White,Female,0,0,20,0
53,Government,Masters,Married,Husband,White-Collar,White,Male,0,0,38,1
71,Private,Assoc,Widowed,Unmarried,Professional,White,Female,11678,0,38,1
36,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,50,0
25,Private,Some-college,Married,Wife,White-Collar,Black,Female,3103,0,40,1
35,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,55,1
33,Government,Bachelors,Single,Own-child,White-Collar,White,Male,0,0,38,0
48,Government,Masters,Single,Not-in-family,Professional,White,Female,0,0,52,0
56,Private,Assoc,Married,Husband,Service,White,Male,0,0,40,1
60,Private,Some-college,Married,Unmarried,White-Collar,Black,Female,0,0,40,0
44,Self-Employed,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,0,0,60,0
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,50,0
48,Self-Employed,Doctorate,Married,Husband,Professional,White,Male,0,1902,50,1
54,Self-Employed,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,16,0
30,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,85,0
21,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
46,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,1
35,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,40,0
20,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,43,0
49,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
30,Private,Assoc,Single,Other-relative,White-Collar,Asian-Pac-Islander,Male,2463,0,40,0
36,Other/Unknown,Bachelors,Single,Own-child,Other/Unknown,White,Female,0,0,50,0
42,Private,Some-college,Widowed,Unmarried,Sales,Black,Female,0,0,40,0
31,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
40,Private,Some-college,Married,Husband,Service,White,Male,0,0,55,1
68,Government,HS-grad,Widowed,Not-in-family,White-Collar,White,Female,0,0,33,0
29,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,1564,40,1
47,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,46,1
20,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,25,0
37,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,36,1
25,Other/Unknown,School,Separated,Not-in-family,Other/Unknown,White,Female,1055,0,40,0
49,Private,Bachelors,Single,Unmarried,Professional,White,Female,0,0,40,0
26,Private,Bachelors,Married,Husband,Service,White,Male,0,0,50,0
20,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,20,0
31,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
33,Private,Masters,Married,Husband,Professional,White,Male,0,0,40,0
43,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Female,0,0,46,0
55,Self-Employed,School,Married,Husband,Sales,White,Male,7688,0,50,1
42,Government,Some-college,Divorced,Not-in-family,Service,White,Female,3325,0,40,0
23,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,40,0
46,Government,Masters,Single,Not-in-family,Professional,White,Female,0,0,43,0
23,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
26,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,55,0
27,Private,Bachelors,Married,Husband,Sales,White,Male,0,1848,55,1
31,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,50,0
30,Private,School,Single,Not-in-family,Sales,White,Male,0,0,40,0
62,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
59,Government,Some-college,Separated,Not-in-family,Service,White,Male,0,0,40,1
23,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,40,0
25,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,50,0
58,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,35,0
51,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,50,0
20,Private,School,Separated,Not-in-family,Sales,White,Female,0,0,36,0
24,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
48,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
41,Self-Employed,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,48,0
47,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,15024,0,50,1
55,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,1
25,Private,HS-grad,Single,Other-relative,Blue-Collar,Black,Male,0,0,40,0
33,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
45,Other/Unknown,HS-grad,Widowed,Unmarried,Other/Unknown,White,Female,0,0,38,0
24,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,50,0
40,Self-Employed,Masters,Married,Husband,White-Collar,White,Male,99999,0,50,1
33,Government,Masters,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
45,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
57,Government,Masters,Married,Husband,White-Collar,White,Male,0,0,50,1
46,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,1902,40,1
68,Private,School,Widowed,Unmarried,Service,Black,Female,0,0,20,0
36,Private,Some-college,Separated,Not-in-family,Blue-Collar,White,Male,0,0,40,0
43,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,20,0
19,Private,Some-college,Single,Own-child,Service,White,Female,0,0,10,0
39,Private,Bachelors,Single,Own-child,Sales,White,Male,0,0,40,0
64,Other/Unknown,Some-college,Married,Husband,Other/Unknown,White,Male,0,0,40,0
24,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,40,0
18,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,30,0
27,Private,Some-college,Single,Unmarried,Service,White,Female,0,0,10,0
29,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
24,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
24,Government,HS-grad,Single,Not-in-family,Service,White,Female,0,0,40,0
51,Self-Employed,Assoc,Married,Husband,White-Collar,White,Male,0,0,40,1
37,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,52,0
30,Private,Masters,Married,Husband,Professional,Asian-Pac-Islander,Male,0,0,50,1
36,Private,Bachelors,Widowed,Unmarried,Professional,White,Female,0,0,44,0
52,Other/Unknown,HS-grad,Separated,Unmarried,Other/Unknown,White,Male,0,0,40,0
49,Government,Some-college,Married,Husband,Service,White,Male,0,0,44,1
17,Private,School,Single,Own-child,Service,Black,Female,0,0,12,0
43,Government,Masters,Married,Wife,Professional,White,Female,0,0,40,1
23,Private,HS-grad,Single,Not-in-family,Sales,White,Female,0,0,40,0
25,Private,HS-grad,Single,Unmarried,Blue-Collar,White,Male,0,0,52,0
52,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
56,Government,Some-college,Divorced,Not-in-family,White-Collar,Black,Female,0,0,40,0
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,30,0
35,Government,Bachelors,Married,Husband,Sales,Asian-Pac-Islander,Male,7298,0,40,1
20,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,35,0
52,Private,Assoc,Married,Husband,White-Collar,White,Male,0,0,40,0
23,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,40,0
41,Private,HS-grad,Separated,Not-in-family,White-Collar,Black,Male,2354,0,40,0
35,Private,Bachelors,Single,Not-in-family,Service,White,Female,0,0,45,0
54,Other/Unknown,Masters,Divorced,Not-in-family,Other/Unknown,White,Male,0,0,1,0
64,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
20,Other/Unknown,HS-grad,Single,Own-child,Other/Unknown,White,Female,0,0,20,0
46,Private,Some-college,Married,Wife,Sales,White,Female,0,0,40,1
37,Private,Some-college,Divorced,Unmarried,Service,Black,Female,0,0,40,0
43,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
37,Private,Some-college,Married,Husband,White-Collar,Asian-Pac-Islander,Male,0,0,55,0
27,Private,Prof-school,Single,Other-relative,Professional,White,Female,0,0,40,0
43,Private,HS-grad,Married,Other-relative,Sales,White,Female,0,0,44,0
48,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Self-Employed,Bachelors,Single,Not-in-family,Blue-Collar,White,Male,0,0,55,0
28,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
25,Private,Bachelors,Single,Own-child,Professional,White,Male,0,0,35,0
46,Private,Bachelors,Divorced,Unmarried,Sales,Asian-Pac-Islander,Female,0,0,40,0
42,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1579,42,0
21,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,20,0
63,Private,HS-grad,Divorced,Not-in-family,Sales,White,Female,3674,0,30,0
49,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,0,0,40,1
45,Private,Assoc,Married,Husband,Sales,White,Male,0,1977,50,1
34,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,55,1
58,Private,HS-grad,Married,Husband,Sales,White,Male,7688,0,40,1
83,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,20,0
55,Government,Some-college,Divorced,Not-in-family,Professional,Black,Female,0,0,37,0
21,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,75,0
35,Private,Some-college,Divorced,Unmarried,Service,White,Female,0,0,32,0
42,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,35,1
28,Private,Some-college,Single,Own-child,Service,White,Female,0,0,50,0
21,Government,Some-college,Single,Own-child,Service,White,Male,0,0,10,0
31,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,50,0
73,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,15,0
29,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,3464,0,40,0
25,Private,HS-grad,Married,Wife,Service,White,Female,0,0,25,0
45,Other/Unknown,Bachelors,Married,Husband,Other/Unknown,Black,Male,0,0,45,1
24,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
50,Other/Unknown,Some-college,Married,Husband,Other/Unknown,Asian-Pac-Islander,Male,0,0,50,0
40,Private,Doctorate,Married,Wife,Professional,White,Female,0,1977,20,1
33,Government,Masters,Married,Husband,Professional,White,Male,0,0,50,1
37,Government,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,12,0
32,Private,Bachelors,Married,Husband,Professional,White,Male,99999,0,50,1
29,Private,HS-grad,Single,Other-relative,Blue-Collar,White,Male,0,0,40,0
24,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,50,0
22,Private,HS-grad,Single,Own-child,White-Collar,White,Male,0,0,40,0
19,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,34,0
48,Private,Some-college,Divorced,Unmarried,Blue-Collar,White,Male,0,0,40,0
46,Government,Some-college,Divorced,Unmarried,Professional,White,Female,1506,0,50,0
24,Private,Bachelors,Single,Not-in-family,White-Collar,White,Male,2174,0,45,0
38,Private,Some-college,Divorced,Unmarried,Sales,Black,Female,0,0,40,0
73,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,8,0
38,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,60,1
25,Other/Unknown,Assoc,Single,Own-child,Other/Unknown,White,Female,0,0,80,0
26,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
51,Private,School,Divorced,Unmarried,Blue-Collar,Black,Female,5455,0,40,0
45,Private,School,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
35,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,35,0
40,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
18,Private,HS-grad,Single,Own-child,Sales,White,Female,0,1602,20,0
32,Private,HS-grad,Single,Unmarried,Service,White,Female,0,0,40,0
22,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
50,Government,Some-college,Separated,Unmarried,Service,Black,Female,0,0,28,0
33,Private,Some-college,Separated,Not-in-family,Service,White,Male,0,0,40,0
32,Government,Some-college,Married,Wife,Professional,Black,Female,0,0,40,0
19,Private,Some-college,Single,Own-child,Sales,White,Male,0,0,15,0
59,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,50,0
38,Government,HS-grad,Divorced,Not-in-family,Service,White,Male,0,0,56,0
47,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,1
34,Self-Employed,Bachelors,Divorced,Not-in-family,White-Collar,Black,Male,0,0,21,0
58,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,0
29,Private,Assoc,Married,Husband,Service,White,Male,0,2051,40,0
74,Self-Employed,HS-grad,Widowed,Not-in-family,Service,White,Male,0,0,20,0
63,Private,Some-college,Divorced,Not-in-family,Service,White,Female,0,0,30,0
30,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
48,Private,Bachelors,Divorced,Unmarried,White-Collar,White,Female,0,0,60,0
22,Other/Unknown,HS-grad,Divorced,Other-relative,Other/Unknown,Black,Female,0,0,40,0
47,Private,Some-college,Divorced,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
42,Private,Some-college,Divorced,Not-in-family,White-Collar,Black,Female,0,0,40,0
39,Self-Employed,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,50,0
41,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,60,1
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,7298,0,40,1
36,Government,Prof-school,Divorced,Unmarried,Professional,White,Female,0,0,24,0
60,Private,Assoc,Widowed,Not-in-family,White-Collar,White,Male,0,0,40,0
38,Private,Some-college,Divorced,Unmarried,Blue-Collar,White,Male,0,0,40,0
45,Private,School,Separated,Unmarried,White-Collar,Black,Female,0,0,25,0
34,Government,Some-college,Single,Not-in-family,Service,White,Female,0,0,40,0
40,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,1
32,Private,Bachelors,Married,Husband,White-Collar,Asian-Pac-Islander,Male,0,0,50,1
32,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,1
19,Other/Unknown,HS-grad,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
28,Private,Some-college,Separated,Unmarried,Service,White,Male,0,0,40,1
42,Government,Assoc,Divorced,Unmarried,Professional,White,Female,0,0,50,0
40,Private,Assoc,Divorced,Unmarried,Professional,White,Female,0,0,40,1
42,Government,Some-college,Married,Husband,White-Collar,White,Male,15024,0,40,1
31,Self-Employed,Bachelors,Single,Not-in-family,Sales,Black,Male,0,0,40,1
37,Self-Employed,Some-college,Married,Husband,White-Collar,White,Male,0,0,60,1
23,Private,Bachelors,Single,Not-in-family,Service,White,Female,0,0,35,0
59,Other/Unknown,Some-college,Single,Not-in-family,Other/Unknown,Black,Female,0,0,40,0
25,Private,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
32,Government,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
22,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,35,0
23,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,25,0
26,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,90,1
47,Self-Employed,School,Married,Husband,Sales,White,Male,0,2179,50,0
29,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,50,0
28,Other/Unknown,Assoc,Married,Own-child,Other/Unknown,White,Female,0,0,40,0
60,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
20,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,10,0
41,Private,Assoc,Married,Husband,White-Collar,Black,Male,0,0,50,1
44,Private,Bachelors,Divorced,Not-in-family,Service,White,Female,0,0,65,0
54,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,0
25,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
27,Private,Assoc,Single,Unmarried,Blue-Collar,White,Male,0,0,45,0
30,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
38,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1740,40,0
24,Private,Some-college,Single,Other-relative,Blue-Collar,White,Male,0,0,40,0
38,Government,Bachelors,Single,Own-child,White-Collar,White,Male,0,0,40,0
53,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,48,0
35,Self-Employed,HS-grad,Married,Husband,Service,White,Male,0,0,50,0
68,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,30,0
24,Private,Masters,Single,Not-in-family,Service,White,Female,0,0,45,0
22,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,20,0
48,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
44,Private,School,Divorced,Unmarried,Blue-Collar,Black,Female,0,0,40,0
39,Government,Bachelors,Divorced,Unmarried,White-Collar,Black,Female,0,0,40,0
38,Private,Bachelors,Divorced,Not-in-family,Sales,White,Male,0,0,48,1
40,Private,Bachelors,Divorced,Unmarried,Blue-Collar,White,Female,0,0,38,0
42,Self-Employed,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,60,1
73,Government,HS-grad,Widowed,Not-in-family,Service,White,Female,0,0,15,0
35,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,1
47,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
39,Private,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,45,0
