age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
28,Self-Employed,Some-college,Married,Husband,Professional,White,Male,0,0,7,0
43,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,2415,55,1
42,Self-Employed,Some-college,Single,Not-in-family,Professional,White,Male,0,0,40,0
29,Private,Prof-school,Single,Unmarried,Professional,White,Male,27828,0,45,1
44,Private,Masters,Married,Husband,Sales,White,Male,0,0,50,1
29,Private,HS-grad,Single,Unmarried,Sales,White,Female,0,0,40,0
33,Private,School,Single,Not-in-family,Service,White,Male,0,0,45,0
39,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,0,0,50,0
48,Private,Assoc,Married,Husband,Service,Asian-Pac-Islander,Male,0,0,56,1
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
56,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
68,Self-Employed,School,Single,Unmarried,Blue-Collar,White,Male,0,0,20,0
44,Private,HS-grad,Married,Husband,Professional,White,Male,0,0,40,0
30,Private,Bachelors,Single,Not-in-family,Service,White,Female,0,0,40,0
65,Private,HS-grad,Widowed,Unmarried,White-Collar,White,Female,0,0,40,0
43,Private,Some-college,Single,Unmarried,White-Collar,White,Male,0,0,48,1
71,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,40,0
61,Self-Employed,School,Married,Husband,White-Collar,White,Male,7688,0,40,1
49,Private,Some-college,Married,Wife,Sales,White,Female,0,0,40,1
51,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,38,0
37,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,30,0
28,Private,Bachelors,Married,Husband,Professional,White,Male,3103,0,40,1
19,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,10,0
41,Government,Some-college,Married,Wife,White-Collar,Amer-Indian-Eskimo,Female,0,0,40,1
90,Private,Prof-school,Married,Husband,Professional,White,Male,20051,0,72,1
69,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,28,0
53,Private,Prof-school,Married,Husband,Professional,White,Male,0,1887,40,1
22,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,20,0
61,Self-Employed,HS-grad,Widowed,Unmarried,Professional,White,Female,0,0,16,0
43,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
23,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,0,0,60,0
43,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,55,0
44,Private,HS-grad,Divorced,Not-in-family,Sales,Asian-Pac-Islander,Female,0,0,40,0
37,Private,School,Divorced,Not-in-family,Blue-Collar,White,Female,0,0,40,0
21,Private,Some-college,Single,Own-child,Service,White,Male,0,0,24,0
41,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,45,1
27,Government,Assoc,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
21,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Female,0,0,10,0
55,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,20,0
46,Government,Masters,Divorced,Not-in-family,White-Collar,White,Male,0,0,50,1
42,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,60,0
61,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
33,Private,Assoc,Married,Wife,Service,Black,Female,0,0,35,0
24,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,35,0
54,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,45,0
46,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,55,1
35,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,20,0
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,7298,0,40,1
45,Self-Employed,HS-grad,Married,Husband,Service,White,Male,0,0,40,1
33,Private,HS-grad,Married,Husband,Professional,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,20,0
29,Self-Employed,Assoc,Widowed,Unmarried,Sales,White,Female,0,0,40,1
34,Private,HS-grad,Single,Own-child,Blue-Collar,White,Female,0,0,40,0
20,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,20,0
55,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,6,1
59,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,1
24,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
45,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
26,Government,Assoc,Divorced,Not-in-family,White-Collar,White,Female,0,0,38,0
34,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
27,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,40,0
22,Private,Bachelors,Single,Own-child,Service,White,Female,0,0,20,0
21,Private,Assoc,Married,Other-relative,Service,White,Female,0,0,50,0
30,Government,Bachelors,Married,Husband,Professional,White,Male,0,0,40,0
36,Self-Employed,Masters,Single,Not-in-family,Sales,White,Male,10520,0,45,1
21,Other/Unknown,HS-grad,Single,Not-in-family,Other/Unknown,White,Female,1055,0,40,0
32,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
43,Self-Employed,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,36,0
36,Private,School,Married,Own-child,Blue-Collar,White,Female,3464,0,40,0
24,Self-Employed,Some-college,Single,Not-in-family,Service,White,Female,0,0,75,0
56,Government,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,15024,0,45,1
31,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,43,0
21,Private,Some-college,Single,Own-child,Service,White,Female,0,0,10,0
54,Self-Employed,Bachelors,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,7688,0,40,1
31,Private,Masters,Married,Husband,Professional,Asian-Pac-Islander,Male,0,0,6,0
50,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
24,Private,Bachelors,Single,Own-child,White-Collar,Asian-Pac-Islander,Female,0,0,40,0
35,Government,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,7298,0,40,1
42,Government,Bachelors,Married,Husband,White-Collar,White,Male,0,0,48,1
29,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
34,Private,Masters,Divorced,Own-child,Professional,White,Female,0,0,60,1
45,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,50,0
35,Self-Employed,Assoc,Married,Husband,Sales,White,Male,0,1887,45,1
23,Private,Assoc,Single,Own-child,Sales,White,Female,0,0,40,0
27,Private,Assoc,Single,Other-relative,White-Collar,Black,Female,0,0,60,0
18,Private,School,Single,Own-child,Service,Black,Male,0,0,10,0
44,Private,School,Separated,Unmarried,Blue-Collar,Black,Female,0,0,40,0
35,Private,Assoc,Divorced,Unmarried,Blue-Collar,White,Female,0,0,24,0
22,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
27,Private,Bachelors,Single,Unmarried,Professional,White,Female,0,0,36,0
18,Private,HS-grad,Married,Own-child,Service,Black,Male,0,0,40,0
36,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,7298,0,45,1
44,Private,Some-college,Divorced,Unmarried,White-Collar,White,Male,0,0,47,0
46,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,40,1
27,Private,HS-grad,Single,Own-child,Blue-Collar,Black,Female,0,0,40,0
47,Private,School,Divorced,Not-in-family,Service,White,Female,0,0,48,0
39,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
56,Private,Bachelors,Married,Wife,White-Collar,Asian-Pac-Islander,Female,7688,0,50,1
37,Government,Assoc,Divorced,Unmarried,Service,White,Male,0,0,60,1
28,Private,Bachelors,Married,Wife,Professional,White,Female,0,0,40,1
42,Private,Assoc,Married,Husband,Service,White,Male,0,0,30,0
42,Private,Doctorate,Married,Husband,Professional,White,Male,0,1902,50,1
41,Self-Employed,Assoc,Single,Not-in-family,White-Collar,White,Male,0,0,48,0
40,Private,Prof-school,Married,Husband,Professional,White,Male,15024,0,45,1
38,Government,Bachelors,Married,Husband,Professional,White,Male,0,0,50,1
44,Private,Bachelors,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
27,Government,Assoc,Single,Not-in-family,Service,White,Male,0,0,40,0
30,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,38,0
58,Private,Bachelors,Divorced,Own-child,Blue-Collar,White,Female,0,0,20,0
67,Government,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,0
54,Government,Bachelors,Married,Husband,White-Collar,White,Male,0,0,38,0
29,Private,Prof-school,Single,Not-in-family,Professional,Asian-Pac-Islander,Male,0,0,55,0
29,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
52,Private,School,Divorced,Not-in-family,Blue-Collar,Black,Female,0,0,20,0
32,Government,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,50,0
37,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
18,Private,School,Single,Own-child,Sales,Black,Female,0,0,8,0
24,Private,Some-college,Married,Husband,Blue-Collar,White,Male,2407,0,40,0
56,Private,Masters,Married,Wife,Professional,White,Female,0,0,40,1
78,Private,School,Single,Not-in-family,Blue-Collar,White,Female,0,0,35,0
37,Government,Bachelors,Divorced,Other-relative,White-Collar,White,Female,0,0,50,0
42,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Male,0,0,45,0
57,Self-Employed,Assoc,Married,Husband,White-Collar,White,Male,0,0,20,0
34,Other/Unknown,Some-college,Married,Wife,Other/Unknown,White,Female,0,0,4,0
32,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
34,Private,Bachelors,Married,Husband,Sales,White,Male,0,1977,50,1
26,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
49,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,50,1
25,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
43,Self-Employed,HS-grad,Married,Husband,Sales,White,Male,0,0,68,1
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,1740,35,0
59,Self-Employed,School,Married,Husband,Sales,White,Male,0,0,70,1
22,Private,HS-grad,Single,Unmarried,White-Collar,Black,Female,0,0,40,0
26,Government,HS-grad,Married,Husband,White-Collar,Other,Male,0,0,40,0
27,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,60,0
20,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
25,Private,Some-college,Single,Own-child,Blue-Collar,Black,Male,0,0,40,0
32,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
23,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,30,0
21,Private,HS-grad,Single,Other-relative,Blue-Collar,Black,Male,0,0,40,0
28,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
55,Private,Masters,Married,Husband,White-Collar,White,Male,0,1977,40,1
21,Private,HS-grad,Single,Unmarried,Blue-Collar,White,Female,0,0,40,0
25,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
27,Private,Bachelors,Single,Not-in-family,Service,White,Female,0,0,40,0
41,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,30,0
68,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,10,0
49,Self-Employed,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,60,0
20,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
47,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Male,0,0,50,0
55,Private,Some-college,Married,Husband,Professional,White,Male,0,0,40,0
32,Private,HS-grad,Married,Wife,Service,White,Female,0,0,40,0
47,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,40,1
45,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
26,Private,HS-grad,Married,Not-in-family,Service,White,Male,0,0,40,0
51,Government,Some-college,Divorced,Not-in-family,Professional,Black,Female,0,0,40,0
24,Private,Bachelors,Single,Own-child,Service,White,Male,0,0,40,0
21,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,32,0
50,Private,HS-grad,Widowed,Not-in-family,Sales,White,Female,0,2444,72,1
39,Private,HS-grad,Married,Wife,Sales,White,Female,0,0,36,0
68,Private,Bachelors,Widowed,Not-in-family,Sales,White,Male,0,0,35,1
28,Private,HS-grad,Single,Not-in-family,Blue-Collar,Other,Male,0,0,40,0
33,Government,Assoc,Married,Husband,Service,White,Male,0,0,48,1
54,Private,School,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,1
27,Government,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
48,Government,Masters,Married,Wife,Professional,White,Female,15024,0,10,1
28,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
76,Government,Masters,Widowed,Not-in-family,Professional,White,Female,0,0,15,0
21,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,35,0
66,Other/Unknown,Bachelors,Married,Husband,Other/Unknown,White,Male,6767,0,20,0
35,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,60,1
37,Private,Masters,Married,Husband,White-Collar,White,Male,15024,0,60,1
38,Private,Bachelors,Single,Other-relative,Service,White,Female,0,0,45,0
34,Private,Some-college,Single,Unmarried,Sales,White,Male,0,0,35,0
32,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,45,0
35,Private,Doctorate,Married,Not-in-family,Professional,Other,Male,0,0,60,1
24,Private,Bachelors,Single,Own-child,Professional,Asian-Pac-Islander,Female,0,0,40,0
50,Government,HS-grad,Divorced,Not-in-family,Professional,White,Male,0,1590,40,0
35,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,60,1
23,Private,Assoc,Single,Own-child,White-Collar,White,Female,0,0,40,0
32,Private,Some-college,Single,Own-child,White-Collar,White,Male,0,0,40,0
47,Government,HS-grad,Separated,Unmarried,White-Collar,Black,Female,0,0,40,0
24,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,30,0
46,Private,Masters,Married,Husband,White-Collar,White,Male,0,0,50,1
27,Private,Assoc,Single,Other-relative,Service,White,Female,0,0,36,0
45,Self-Employed,Bachelors,Married,Husband,White-Collar,Black,Male,0,0,45,1
49,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
49,Private,Prof-school,Married,Husband,Professional,White,Male,0,0,45,0
61,Government,Some-college,Divorced,Unmarried,Blue-Collar,White,Male,0,0,40,0
45,Government,Bachelors,Divorced,Unmarried,Professional,White,Female,0,0,40,0
38,Government,Some-college,Divorced,Unmarried,White-Collar,Black,Female,0,0,45,0
76,Private,School,Widowed,Not-in-family,Service,White,Female,0,0,25,0
26,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,40,0
28,Private,Masters,Single,Not-in-family,White-Collar,White,Male,0,0,58,0
41,Government,Bachelors,Widowed,Not-in-family,White-Collar,White,Female,0,0,40,0
58,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
30,Self-Employed,HS-grad,Married,Husband,Professional,White,Male,0,1977,15,1
30,Self-Employed,HS-grad,Divorced,Not-in-family,Service,White,Female,0,0,60,0
54,Self-Employed,HS-grad,Married,Husband,Sales,Black,Male,0,0,40,0
43,Private,Assoc,Married,Husband,Sales,White,Male,0,0,45,0
40,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,50,0
59,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,0
26,Private,Some-college,Single,Not-in-family,Professional,White,Male,0,0,40,0
45,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
24,Private,Some-college,Single,Unmarried,White-Collar,White,Female,0,0,40,0
64,Government,School,Single,Other-relative,White-Collar,White,Male,0,0,40,0
32,Self-Employed,Assoc,Married,Husband,Blue-Collar,White,Male,7298,0,70,1
31,Private,HS-grad,Married,Husband,Service,Black,Male,0,0,40,0
45,Self-Employed,Bachelors,Divorced,Not-in-family,Professional,White,Male,0,0,45,0
37,Private,School,Married,Wife,Professional,White,Female,0,0,40,0
40,Private,HS-grad,Single,Own-child,Sales,Black,Male,0,0,40,0
70,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,25,0
38,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Private,HS-grad,Divorced,Unmarried,Blue-Collar,Black,Male,0,0,40,0
66,Private,Assoc,Married,Husband,Blue-Collar,White,Male,5556,0,40,1
25,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,0
32,Self-Employed,Bachelors,Married,Husband,Sales,White,Male,7688,0,55,1
39,Private,Bachelors,Divorced,Not-in-family,Professional,White,Male,0,0,40,1
31,Government,HS-grad,Single,Unmarried,Blue-Collar,White,Female,0,0,40,0
38,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,56,0
22,Private,HS-grad,Single,Unmarried,White-Collar,White,Female,0,0,40,0
35,Government,Prof-school,Married,Husband,Professional,White,Male,0,0,55,0
38,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,50,0
53,Government,Assoc,Single,Not-in-family,White-Collar,Black,Male,0,0,40,0
33,Private,School,Single,Unmarried,Service,White,Male,0,0,40,0
48,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,0
43,Government,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,1
37,Government,Some-college,Single,Unmarried,Professional,Black,Female,0,0,15,0
53,Private,Bachelors,Divorced,Not-in-family,Sales,White,Female,0,0,40,0
23,Private,Some-college,Single,Own-child,Sales,White,Male,0,0,40,0
38,Government,Bachelors,Married,Husband,Professional,Asian-Pac-Islander,Male,7688,0,60,1
63,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
51,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
34,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
40,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,50,1
47,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
41,Government,Bachelors,Married,Husband,Professional,White,Male,0,0,50,0
24,Private,Some-college,Single,Unmarried,Service,White,Female,0,0,30,0
26,Private,School,Married,Own-child,Blue-Collar,Black,Male,0,0,40,0
25,Private,HS-grad,Single,Other-relative,Service,Asian-Pac-Islander,Male,4101,0,60,0
31,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,65,1
64,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
41,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
42,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,58,0
51,Self-Employed,Masters,Divorced,Unmarried,White-Collar,White,Male,25236,0,50,1
23,Private,Some-college,Single,Own-child,Service,White,Female,0,0,30,0
41,Private,HS-grad,Single,Own-child,White-Collar,White,Male,0,0,40,0
28,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
57,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,1
36,Private,Assoc,Single,Unmarried,Professional,White,Female,3325,0,40,0
25,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
19,Private,HS-grad,Single,Own-child,Sales,White,Female,0,0,40,0
27,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
41,Private,HS-grad,Married,Wife,Sales,White,Female,0,0,20,0
31,Government,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,30,0
54,Private,Bachelors,Single,Not-in-family,White-Collar,White,Female,14084,0,40,1
24,Private,Bachelors,Single,Not-in-family,Sales,White,Male,0,0,45,0
30,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,45,1
27,Private,HS-grad,Single,Not-in-family,White-Collar,White,Male,4416,0,40,0
18,Private,School,Single,Own-child,Service,Black,Male,0,0,35,0
54,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,35,0
40,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
36,Private,Some-college,Divorced,Not-in-family,Professional,White,Male,0,0,40,0
45,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,0
51,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,55,1
55,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,40,1
58,Private,HS-grad,Divorced,Unmarried,Service,White,Female,0,0,35,0
19,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,Black,Female,0,0,20,0
22,Other/Unknown,School,Single,Not-in-family,Other/Unknown,White,Male,0,0,30,0
21,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,35,0
25,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,60,0
32,Private,Some-college,Divorced,Not-in-family,Sales,White,Female,0,0,38,0
44,Private,HS-grad,Married,Husband,White-Collar,Black,Male,0,0,40,1
26,Private,Some-college,Separated,Unmarried,Sales,White,Female,0,0,35,0
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
29,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,70,0
42,Private,Assoc,Married,Husband,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,1
28,Government,Bachelors,Single,Not-in-family,Service,White,Female,4650,0,48,0
33,Private,Assoc,Single,Unmarried,Service,White,Female,0,0,10,0
37,Private,Masters,Married,Husband,Professional,White,Male,0,0,45,1
19,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
34,Government,Bachelors,Single,Own-child,Professional,White,Male,0,0,50,0
57,Government,Masters,Married,Husband,White-Collar,White,Male,0,0,40,1
69,Self-Employed,School,Single,Other-relative,Blue-Collar,White,Male,1848,0,10,0
30,Private,Bachelors,Single,Not-in-family,Professional,Black,Male,0,0,45,0
45,Government,Bachelors,Married,Husband,White-Collar,Black,Male,7688,0,65,1
34,Self-Employed,Bachelors,Married,Husband,Sales,White,Male,0,0,60,1
40,Private,Some-college,Married,Husband,Sales,White,Male,15024,0,50,1
35,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,0
47,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,65,1
28,Self-Employed,Bachelors,Married,Wife,Sales,White,Female,0,0,5,0
23,Other/Unknown,Assoc,Single,Other-relative,Other/Unknown,White,Female,0,0,40,0
52,Government,Some-college,Separated,Unmarried,Service,White,Male,0,0,40,0
72,Private,Bachelors,Divorced,Not-in-family,Sales,White,Male,0,0,30,0
49,Private,School,Single,Unmarried,Service,White,Female,0,0,38,0
17,Private,School,Single,Own-child,Sales,White,Female,0,0,20,0
28,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
22,Private,Assoc,Single,Not-in-family,Service,White,Female,0,0,30,0
51,Government,Doctorate,Married,Husband,Professional,White,Male,4386,0,52,1
48,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,30,0
49,Government,Bachelors,Divorced,Unmarried,Professional,Black,Female,0,0,40,0
22,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,35,0
60,Private,Masters,Married,Husband,White-Collar,Asian-Pac-Islander,Male,0,0,50,1
32,Private,HS-grad,Married,Wife,Sales,White,Female,0,0,40,1
19,Private,Some-college,Single,Own-child,Service,White,Female,0,0,20,0
42,Private,HS-grad,Divorced,Not-in-family,Sales,White,Male,0,0,47,0
40,Government,Bachelors,Divorced,Unmarried,Professional,White,Female,0,0,35,0
25,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,45,0
47,Private,HS-grad,Divorced,Not-in-family,Sales,White,Female,0,0,37,0
21,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
37,Private,HS-grad,Single,Unmarried,Blue-Collar,Black,Female,0,0,40,0
35,Government,HS-grad,Single,Own-child,Service,White,Male,0,0,40,0
22,Self-Employed,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
50,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,0
27,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,40,0
38,Self-Employed,Some-college,Married,Wife,Service,White,Female,0,0,20,1
56,Private,HS-grad,Divorced,Not-in-family,White-Collar,Black,Male,0,0,40,0
23,Private,Some-college,Married,Husband,Sales,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,50,0
61,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
48,Private,Assoc,Married,Husband,Blue-Collar,White,Male,5013,0,40,0
