age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
54,Private,Masters,Married,Wife,White-Collar,White,Female,0,0,55,1
46,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
18,Private,Some-college,Single,Own-child,Service,White,Male,0,0,15,0
33,Private,HS-grad,Married,Wife,Blue-Collar,Other,Female,0,0,40,0
23,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,40,0
65,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Female,0,0,8,0
50,Private,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
40,Private,HS-grad,Separated,Unmarried,White-Collar,White,Female,0,0,37,0
54,Self-Employed,Bachelors,Divorced,Not-in-family,Blue-Collar,White,Male,27828,0,50,1
21,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,25,0
41,Government,HS-grad,Divorced,Unmarried,Service,Black,Female,0,0,40,1
39,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,55,1
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,35,0
28,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
52,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Private,Masters,Married,Husband,Professional,Other,Male,0,0,40,1
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Female,0,0,40,0
80,Private,Masters,Widowed,Not-in-family,Professional,White,Female,0,0,10,0
49,Self-Employed,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,55,0
20,Private,Some-college,Single,Not-in-family,Blue-Collar,White,Male,0,0,30,0
63,Private,School,Married,Husband,Service,White,Male,4386,0,37,1
52,Government,Doctorate,Married,Husband,Professional,White,Male,0,1887,70,1
39,Private,Bachelors,Married,Husband,Sales,White,Male,0,1848,40,1
33,Private,Assoc,Single,Not-in-family,White-Collar,White,Male,0,0,45,0
29,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,0
50,Self-Employed,HS-grad,Married,Wife,Sales,White,Female,0,0,30,0
42,Private,Some-college,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,45,0
41,Private,Bachelors,Married,Husband,Professional,White,Male,0,1887,40,1
31,Private,HS-grad,Single,Unmarried,White-Collar,White,Female,0,3770,37,0
35,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,48,0
20,Private,Assoc,Single,Not-in-family,Service,White,Female,0,0,40,0
31,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,60,0
47,Private,Masters,Single,Not-in-family,Professional,White,Female,0,0,40,1
35,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
21,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,30,0
27,Government,Masters,Single,Not-in-family,Professional,White,Female,0,0,50,0
19,Self-Employed,HS-grad,Single,Own-child,Service,White,Male,0,0,6,0
43,Self-Employed,Bachelors,Married,Husband,Professional,White,Male,0,1977,40,1
26,Private,Some-college,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
27,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,40,0
57,Private,Some-college,Married,Husband,White-Collar,White,Male,7688,0,45,1
42,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,15,0
34,Government,HS-grad,Married,Husband,Service,White,Male,0,0,57,1
44,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
22,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
46,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,1902,40,1
34,Government,Masters,Married,Wife,Professional,White,Female,7688,0,35,1
53,Private,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,35,0
46,Private,Some-college,Single,Not-in-family,White-Collar,Black,Male,0,0,40,0
29,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,40,0
28,Private,HS-grad,Single,Own-child,White-Collar,White,Female,0,0,40,0
37,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,45,0
30,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,45,0
53,Private,Masters,Married,Husband,White-Collar,White,Male,15024,0,55,1
25,Government,Masters,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
54,Other/Unknown,HS-grad,Divorced,Not-in-family,Other/Unknown,White,Female,4416,0,25,0
39,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,0
36,Other/Unknown,Some-college,Divorced,Not-in-family,Other/Unknown,White,Female,0,0,40,1
46,Private,Bachelors,Single,Not-in-family,Professional,Black,Female,0,0,44,1
31,Government,Masters,Married,Husband,Professional,White,Male,0,0,50,0
38,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,55,0
31,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,40,0
49,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,45,1
46,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
57,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
26,Private,HS-grad,Single,Own-child,White-Collar,Other,Female,0,0,40,0
40,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
20,Private,School,Single,Other-relative,Sales,White,Female,0,0,32,0
22,Private,School,Single,Unmarried,Blue-Collar,White,Male,0,0,40,0
29,Self-Employed,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,65,0
37,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
28,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,45,0
20,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
56,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
35,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,5013,0,40,0
28,Government,Masters,Married,Husband,White-Collar,Black,Male,0,0,40,0
27,Private,Assoc,Single,Unmarried,Blue-Collar,Black,Female,0,0,40,0
48,Private,School,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
29,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
21,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,40,0
54,Private,HS-grad,Married,Husband,Professional,White,Male,0,1887,40,1
39,Private,School,Married,Husband,Blue-Collar,White,Male,0,2051,40,0
38,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,40,0
37,Government,HS-grad,Married,Husband,Service,White,Male,0,0,40,0
19,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,20,0
47,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
37,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
32,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Private,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
37,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,45,1
33,Private,Masters,Married,Husband,Professional,White,Male,15024,0,40,1
53,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Female,0,0,40,0
48,Private,School,Married,Husband,Blue-Collar,White,Male,0,1672,55,0
30,Private,HS-grad,Single,Own-child,Sales,White,Male,0,0,40,0
47,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Female,0,0,60,0
25,Private,HS-grad,Single,Unmarried,White-Collar,White,Female,0,0,40,0
55,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,18,0
29,Private,Some-college,Single,Other-relative,Sales,White,Male,0,0,50,0
21,Other/Unknown,HS-grad,Single,Not-in-family,Other/Unknown,White,Female,1055,0,40,0
33,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,Sales,Black,Male,0,0,25,0
47,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,2415,55,1
44,Private,HS-grad,Married,Husband,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,0
65,Self-Employed,Bachelors,Divorced,Not-in-family,Service,White,Female,0,0,35,0
19,Private,Some-college,Single,Other-relative,Service,White,Female,0,0,30,0
51,Private,Bachelors,Divorced,Unmarried,White-Collar,White,Male,0,0,40,1
23,Private,School,Single,Own-child,Blue-Collar,Black,Female,0,0,40,0
20,Other/Unknown,HS-grad,Married,Other-relative,Other/Unknown,White,Female,0,0,32,0
19,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,35,0
31,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
48,Government,HS-grad,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,0
22,Other/Unknown,HS-grad,Single,Own-child,Other/Unknown,Black,Male,0,0,10,0
71,Other/Unknown,Some-college,Married,Husband,Other/Unknown,White,Male,6514,0,40,1
50,Government,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
27,Private,HS-grad,Single,Other-relative,Sales,White,Male,0,0,45,0
36,Self-Employed,HS-grad,Married,Wife,Service,Asian-Pac-Islander,Female,0,0,20,0
31,Private,HS-grad,Single,Own-child,Service,White,Male,0,0,24,0
36,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,60,1
59,Private,Bachelors,Married,Husband,Professional,White,Male,5013,0,40,0
30,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,35,0
35,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,2354,0,40,0
20,Private,School,Single,Own-child,Blue-Collar,Black,Male,0,0,40,0
32,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
54,Other/Unknown,HS-grad,Widowed,Own-child,Other/Unknown,White,Female,0,0,40,0
32,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
45,Private,School,Widowed,Not-in-family,Service,Black,Female,0,0,20,0
53,Private,Doctorate,Divorced,Not-in-family,White-Collar,White,Female,0,0,55,1
23,Private,Bachelors,Single,Own-child,White-Collar,White,Female,1055,0,10,0
20,Private,Some-college,Single,Own-child,Service,White,Male,0,0,25,0
30,Private,HS-grad,Single,Other-relative,Blue-Collar,White,Male,0,0,40,0
54,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
19,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,2001,40,0
21,Other/Unknown,Assoc,Single,Not-in-family,Other/Unknown,White,Male,0,0,48,0
25,Government,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
49,Government,Doctorate,Single,Not-in-family,White-Collar,White,Female,0,2258,50,1
53,Private,Doctorate,Married,Husband,Professional,White,Male,0,0,20,0
41,Government,Assoc,Divorced,Own-child,White-Collar,Black,Female,0,0,40,0
54,Government,Some-college,Married,Wife,White-Collar,Black,Female,0,0,55,1
24,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,48,0
46,Private,Masters,Single,Not-in-family,Service,White,Male,0,0,35,1
26,Other/Unknown,HS-grad,Single,Not-in-family,Other/Unknown,White,Male,0,0,40,0
48,Self-Employed,Masters,Married,Husband,White-Collar,White,Male,0,0,40,1
40,Government,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
54,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,40,0
18,Private,Some-college,Single,Not-in-family,White-Collar,White,Male,0,0,40,0
25,Private,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,38,0
25,Private,School,Married,Wife,Service,White,Female,0,0,40,0
48,Private,Bachelors,Divorced,Unmarried,Sales,White,Female,0,0,44,0
37,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
41,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,13550,0,60,1
22,Private,Bachelors,Single,Own-child,Service,White,Female,0,0,20,0
34,Other/Unknown,School,Separated,Unmarried,Other/Unknown,White,Female,0,0,40,0
46,Government,HS-grad,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,0
18,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,5,0
40,Private,School,Single,Other-relative,Blue-Collar,Black,Male,0,0,55,0
40,Private,Bachelors,Single,Unmarried,White-Collar,Black,Female,0,0,65,0
25,Private,Some-college,Single,Not-in-family,Service,White,Male,0,0,45,0
67,Self-Employed,Some-college,Widowed,Not-in-family,Service,White,Female,2346,0,33,0
32,Private,HS-grad,Single,Not-in-family,Service,White,Male,0,0,60,0
58,Government,HS-grad,Single,Not-in-family,White-Collar,White,Female,0,0,16,0
74,Self-Employed,Assoc,Married,Husband,White-Collar,White,Male,0,0,30,1
47,Private,Bachelors,Married,Wife,Professional,White,Female,0,0,40,1
23,Government,Some-college,Married,Other-relative,White-Collar,White,Female,0,0,40,0
20,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,10,0
36,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,2202,0,40,0
43,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,45,0
28,Private,Bachelors,Divorced,Not-in-family,Service,White,Female,0,0,40,0
22,Private,HS-grad,Single,Not-in-family,Professional,White,Male,0,0,40,0
50,Private,Doctorate,Married,Husband,Professional,White,Male,0,0,40,1
33,Private,HS-grad,Single,Own-child,White-Collar,White,Male,0,0,35,0
58,Private,HS-grad,Widowed,Not-in-family,Service,White,Female,0,0,28,0
18,Private,School,Single,Own-child,Blue-Collar,White,Male,0,0,5,0
51,Other/Unknown,Assoc,Married,Husband,Sales,White,Male,0,0,45,0
61,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,50,0
45,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,40,0
34,Private,School,Single,Other-relative,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,0
17,Private,School,Single,Own-child,Service,White,Female,0,0,30,0
