age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,102,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,unemployed,single,university.degree,no,no,no,cellular,nov,fri,464,5,0,yes,failure,3.4,158,30.1,0,5017.5,1
age:30-60,blue-collar,married,basic.4y,yes,yes,no,cellular,apr,mon,89,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,blue-collar,single,basic.6y,yes,yes,no,cellular,jul,mon,47,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,professional.course,no,no,yes,cellular,nov,fri,432,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,management,single,university.degree,no,yes,no,telephone,may,tue,312,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,basic.9y,yes,yes,no,telephone,may,mon,179,9,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,divorced,professional.course,no,yes,no,telephone,may,tue,205,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,admin.,married,university.degree,no,yes,yes,cellular,may,fri,567,3,13,yes,failure,1.8,170,40.0,0,5008.7,1
age:30-60,management,married,basic.9y,no,yes,no,cellular,jun,tue,181,3,0,yes,failure,2.9,161,40.8,1,5076.2,1
age:30-60,services,married,high.school,no,yes,no,telephone,may,fri,244,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,single,university.degree,no,yes,yes,cellular,may,wed,96,6,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,services,married,basic.9y,yes,yes,no,cellular,may,mon,20,6,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed,190,5,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,82,6,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,100,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,single,university.degree,yes,yes,no,cellular,may,fri,297,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,management,married,high.school,no,yes,no,cellular,jul,tue,312,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,divorced,university.degree,yes,yes,no,cellular,aug,mon,280,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,divorced,university.degree,yes,no,no,telephone,apr,mon,475,6,0,yes,failure,1.8,162,47.1,1,5099.1,1
age:30-60,blue-collar,single,basic.6y,no,no,no,cellular,apr,thu,309,1,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,admin.,divorced,university.degree,no,yes,yes,cellular,nov,thu,249,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,retired,married,basic.4y,no,yes,yes,cellular,apr,tue,75,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,single,university.degree,no,no,no,cellular,aug,fri,102,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,184,1,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,203,3,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,123,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,married,professional.course,yes,no,yes,cellular,jul,fri,118,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,171,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,retired,divorced,basic.4y,no,yes,no,cellular,oct,wed,180,1,0,no,failure,3.4,156,26.9,0,5017.5,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,169,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,technician,married,professional.course,no,no,no,cellular,may,mon,421,1,0,no,failure,1.8,160,46.2,1,5099.1,1
age:30-60,admin.,single,university.degree,no,yes,no,cellular,nov,thu,89,1,3,yes,success,3.4,158,30.1,0,5017.5,1
age:not30-60,admin.,married,high.school,no,no,yes,cellular,may,wed,251,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,management,married,basic.4y,yes,yes,no,telephone,may,tue,288,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,admin.,single,university.degree,no,yes,no,telephone,jul,mon,160,10,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,738,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,married,basic.6y,no,yes,no,cellular,aug,thu,160,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,self-employed,divorced,university.degree,no,no,no,cellular,jul,thu,81,10,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,university.degree,no,yes,yes,cellular,aug,wed,158,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,university.degree,yes,no,yes,telephone,may,wed,619,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,basic.9y,no,yes,no,telephone,jun,tue,183,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,166,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,self-employed,married,professional.course,no,yes,yes,telephone,jul,tue,221,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,married,university.degree,no,no,no,cellular,nov,mon,696,2,7,yes,failure,3.4,158,30.1,0,5017.5,1
age:30-60,admin.,single,high.school,no,no,no,cellular,jul,mon,1017,6,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,admin.,single,high.school,no,yes,yes,telephone,may,mon,19,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,university.degree,no,no,no,cellular,jul,wed,130,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,married,basic.4y,no,no,yes,telephone,jun,thu,216,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,telephone,jun,mon,213,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,yes,cellular,jul,mon,231,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,technician,single,basic.9y,no,no,no,telephone,jun,fri,800,2,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,blue-collar,divorced,basic.9y,no,no,no,cellular,may,tue,133,3,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,management,married,high.school,no,no,no,cellular,aug,mon,725,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,high.school,no,no,no,telephone,may,thu,80,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,services,single,high.school,no,no,no,cellular,jul,tue,180,2,0,no,failure,2.9,156,33.6,1,5076.2,1
age:30-60,admin.,married,high.school,no,no,no,telephone,may,tue,1106,4,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,apr,wed,140,3,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,92,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,jul,mon,534,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,523,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,324,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,jul,mon,638,3,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,admin.,married,university.degree,no,yes,no,telephone,jun,tue,148,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.6y,yes,yes,no,cellular,may,thu,220,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,professional.course,no,no,no,cellular,aug,tue,59,6,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,university.degree,no,no,no,cellular,aug,wed,178,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,student,single,unknown,no,no,no,cellular,aug,tue,192,1,0,yes,failure,1.7,172,38.3,0,4991.6,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,aug,mon,96,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,yes,no,cellular,aug,thu,1877,3,0,no,failure,0.00014,166,36.1,4,5228.1,1
age:not30-60,technician,single,university.degree,no,yes,no,cellular,may,thu,174,4,2,yes,success,1.8,160,46.2,1,5099.1,1
age:30-60,blue-collar,married,basic.4y,yes,yes,no,cellular,may,thu,33,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,no,no,yes,cellular,aug,fri,200,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,university.degree,no,no,no,cellular,aug,fri,192,5,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,university.degree,no,no,no,cellular,aug,wed,27,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,retired,married,professional.course,no,no,no,cellular,dec,mon,137,1,0,yes,failure,3.0,159,33.0,0,5023.5,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,aug,wed,210,4,0,no,failure,2.9,154,31.4,0,5076.2,1
age:30-60,admin.,married,high.school,no,no,no,cellular,nov,mon,235,4,0,no,failure,3.4,158,30.1,0,5017.5,0
age:30-60,technician,single,university.degree,no,no,no,cellular,jul,tue,120,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,professional.course,no,no,no,telephone,aug,mon,10,1,0,no,failure,1.7,172,38.3,0,4991.6,0
age:not30-60,admin.,married,high.school,no,no,no,cellular,may,fri,129,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,divorced,basic.6y,no,no,no,telephone,may,wed,133,4,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,unknown,married,university.degree,no,yes,no,cellular,may,thu,254,1,0,yes,failure,1.8,170,40.0,0,5008.7,0
age:30-60,services,single,high.school,no,yes,no,telephone,jul,wed,340,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,services,single,high.school,no,no,no,telephone,may,wed,111,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,single,basic.9y,no,yes,no,telephone,may,mon,224,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,63,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,retired,married,high.school,no,no,no,cellular,aug,tue,585,4,0,no,failure,2.9,154,31.4,0,5076.2,0
age:not30-60,student,single,unknown,no,yes,yes,cellular,apr,tue,47,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,775,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,married,high.school,no,no,no,cellular,aug,fri,283,1,0,no,failure,2.9,154,31.4,0,5076.2,0
age:30-60,housemaid,married,professional.course,no,yes,no,telephone,jul,thu,645,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,high.school,no,no,no,telephone,jun,mon,250,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,telephone,may,mon,193,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,university.degree,no,no,no,cellular,aug,fri,160,6,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,university.degree,no,yes,no,telephone,jun,tue,198,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,fri,201,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,retired,married,high.school,no,no,no,cellular,sep,fri,240,1,0,no,failure,3.4,155,29.8,0,5017.5,0
age:30-60,admin.,married,basic.9y,yes,no,no,cellular,jul,wed,131,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,divorced,professional.course,no,no,no,telephone,jun,tue,199,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,single,university.degree,no,no,no,cellular,jul,mon,472,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,professional.course,no,no,no,cellular,apr,fri,181,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,technician,married,professional.course,no,no,yes,cellular,jul,fri,163,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,professional.course,no,no,no,cellular,nov,fri,402,4,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,retired,married,basic.4y,yes,no,no,telephone,may,wed,81,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,retired,married,basic.6y,yes,yes,no,cellular,aug,wed,124,1,1,yes,success,2.9,154,31.4,0,5076.2,0
age:30-60,technician,married,professional.course,no,no,no,telephone,may,thu,455,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,single,university.degree,no,yes,no,telephone,may,fri,160,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,376,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,153,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,divorced,high.school,no,no,no,cellular,nov,thu,290,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,technician,single,basic.9y,no,no,no,cellular,may,fri,62,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,361,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,self-employed,married,university.degree,no,yes,yes,cellular,mar,wed,231,1,0,yes,failure,1.8,160,50.0,1,5099.1,0
age:30-60,technician,single,basic.9y,no,no,no,cellular,nov,thu,174,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,management,married,university.degree,yes,yes,no,cellular,nov,fri,280,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,divorced,high.school,no,no,no,cellular,apr,thu,380,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,nov,wed,157,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,admin.,single,university.degree,no,no,yes,cellular,mar,wed,96,2,0,no,failure,1.8,160,50.0,1,5099.1,1
age:30-60,admin.,married,university.degree,yes,no,no,cellular,nov,fri,110,2,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,technician,single,professional.course,yes,no,no,cellular,aug,fri,73,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,single,university.degree,no,yes,no,cellular,jul,mon,96,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,technician,married,unknown,no,no,no,cellular,may,fri,264,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,retired,married,university.degree,no,yes,no,cellular,aug,thu,17,18,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,self-employed,married,university.degree,no,no,no,cellular,jul,mon,175,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,entrepreneur,married,university.degree,yes,yes,no,cellular,may,wed,92,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,no,yes,yes,cellular,sep,wed,475,5,0,no,failure,3.4,155,29.8,0,5017.5,1
age:30-60,admin.,single,high.school,no,no,no,cellular,nov,fri,122,4,0,yes,failure,3.4,158,30.1,0,5017.5,0
age:30-60,technician,married,professional.course,yes,yes,no,cellular,aug,fri,215,7,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,technician,divorced,professional.course,no,no,no,telephone,may,mon,71,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,yes,yes,cellular,may,fri,80,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,high.school,no,yes,no,telephone,may,wed,25,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,basic.9y,no,no,no,telephone,jun,fri,116,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,single,high.school,no,yes,no,cellular,apr,fri,183,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:not30-60,technician,single,professional.course,no,yes,no,cellular,may,mon,77,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,single,high.school,no,no,no,telephone,jul,wed,71,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,may,tue,111,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,single,university.degree,no,no,no,telephone,jun,thu,301,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,fri,576,1,0,no,failure,0.00014,166,36.1,4,5228.1,1
age:30-60,admin.,married,university.degree,no,no,no,cellular,sep,tue,55,6,0,yes,failure,3.4,155,29.8,0,5017.5,0
age:30-60,admin.,single,university.degree,no,yes,no,telephone,jun,thu,55,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
