age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,104,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,190,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,42,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.4y,yes,yes,no,telephone,jul,tue,119,8,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,university.degree,no,no,no,telephone,may,wed,110,5,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1007,2,0,no,failure,1.8,162,47.1,1,5099.1,1
age:not30-60,admin.,married,high.school,no,yes,yes,cellular,oct,mon,126,1,0,no,failure,3.4,156,26.9,0,5017.5,0
age:30-60,technician,married,university.degree,no,yes,no,cellular,jul,thu,258,7,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,221,8,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,1550,1,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,admin.,married,high.school,yes,no,no,cellular,aug,wed,562,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,single,university.degree,no,yes,no,telephone,may,thu,18,1,0,no,failure,1.8,170,40.0,0,5008.7,0
age:30-60,management,married,university.degree,no,yes,no,cellular,aug,wed,343,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,116,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,services,divorced,high.school,no,yes,no,cellular,apr,mon,97,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,59,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,self-employed,married,university.degree,no,no,no,cellular,nov,tue,115,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,student,single,high.school,yes,no,no,telephone,may,wed,246,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,aug,fri,705,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,high.school,no,no,no,telephone,may,wed,263,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,telephone,nov,thu,733,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,102,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,yes,cellular,aug,wed,203,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,92,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,self-employed,single,university.degree,no,yes,no,telephone,may,mon,39,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.6y,yes,no,yes,cellular,jul,mon,111,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,telephone,may,wed,563,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,university.degree,no,yes,no,telephone,may,fri,283,3,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.9y,yes,no,yes,telephone,jul,thu,88,7,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,unknown,no,yes,no,cellular,jul,thu,108,4,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,133,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,single,high.school,no,yes,no,cellular,aug,tue,183,13,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,111,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,blue-collar,single,professional.course,no,yes,no,telephone,oct,mon,3284,1,0,no,failure,0.1,169,40.4,4,5195.8,0
age:30-60,retired,married,basic.4y,yes,no,no,telephone,jun,mon,155,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,164,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,services,single,high.school,no,no,yes,cellular,may,wed,107,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,services,married,professional.course,no,yes,no,cellular,may,tue,44,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,divorced,professional.course,no,no,no,cellular,mar,tue,115,2,0,no,failure,1.8,160,50.0,1,5099.1,0
age:30-60,services,married,high.school,no,yes,no,cellular,apr,tue,542,3,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,divorced,basic.9y,yes,no,no,telephone,may,fri,488,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,oct,wed,108,1,0,no,failure,3.4,156,26.9,0,5017.5,0
age:30-60,blue-collar,married,high.school,no,no,yes,cellular,may,fri,168,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,nov,wed,122,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,blue-collar,divorced,high.school,no,yes,no,cellular,may,fri,144,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,professional.course,no,yes,no,telephone,jun,mon,150,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,student,single,university.degree,no,yes,yes,cellular,apr,tue,147,2,0,yes,failure,1.8,169,34.6,0,5008.7,0
age:not30-60,entrepreneur,single,professional.course,no,yes,no,cellular,may,mon,240,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,single,university.degree,yes,no,no,cellular,aug,wed,174,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,basic.6y,no,yes,no,telephone,may,wed,125,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,student,single,basic.6y,no,yes,no,cellular,mar,tue,313,1,5,yes,success,1.8,165,34.8,0,5008.7,1
age:30-60,admin.,married,high.school,no,yes,no,cellular,may,tue,111,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,entrepreneur,single,university.degree,no,no,no,cellular,may,fri,124,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,professional.course,no,no,no,telephone,mar,mon,80,4,0,no,failure,1.8,160,50.0,1,5099.1,0
age:30-60,admin.,single,high.school,no,yes,no,telephone,may,mon,192,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,335,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,admin.,single,university.degree,no,no,yes,cellular,apr,wed,117,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,high.school,no,no,no,telephone,may,fri,297,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,yes,yes,telephone,may,thu,171,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,single,high.school,no,no,no,telephone,jun,fri,140,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,services,single,high.school,no,yes,no,cellular,may,thu,177,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,unemployed,single,basic.4y,yes,no,yes,cellular,jul,tue,489,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,apr,thu,137,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,basic.9y,no,no,no,telephone,jun,fri,116,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,yes,no,telephone,may,fri,277,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,unknown,no,yes,no,telephone,may,fri,335,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,divorced,basic.9y,no,yes,no,telephone,jun,mon,192,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,695,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,university.degree,no,no,no,cellular,aug,wed,113,5,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,divorced,university.degree,yes,no,yes,cellular,jul,mon,200,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,divorced,university.degree,no,no,no,cellular,aug,tue,207,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,divorced,high.school,no,yes,yes,cellular,may,fri,73,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,single,university.degree,no,yes,no,telephone,mar,wed,700,3,0,no,failure,1.8,165,34.8,0,5008.7,0
age:30-60,self-employed,married,basic.9y,no,yes,no,cellular,nov,tue,139,4,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,self-employed,single,university.degree,yes,yes,no,cellular,apr,thu,384,1,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,admin.,single,high.school,no,yes,yes,telephone,may,wed,166,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,basic.9y,no,yes,no,cellular,nov,tue,226,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,196,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,blue-collar,married,basic.9y,yes,no,no,cellular,may,fri,182,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,services,married,unknown,no,no,no,telephone,may,wed,133,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,jul,mon,553,1,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:not30-60,retired,divorced,university.degree,no,yes,no,cellular,sep,fri,692,1,0,no,failure,3.4,155,29.8,0,5017.5,1
age:30-60,services,married,high.school,yes,no,no,cellular,may,wed,378,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.4y,yes,no,no,cellular,nov,thu,53,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,may,tue,109,4,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,professional.course,no,no,yes,cellular,apr,thu,34,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,mon,81,1,0,yes,failure,2.9,154,31.4,0,5076.2,0
age:30-60,management,married,university.degree,no,yes,no,cellular,nov,fri,129,4,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,admin.,single,university.degree,no,no,no,cellular,may,tue,85,1,0,yes,failure,1.8,170,40.0,0,5008.7,0
age:30-60,blue-collar,married,basic.9y,yes,yes,no,telephone,jun,fri,528,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,yes,yes,yes,cellular,jul,fri,85,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,telephone,nov,fri,148,3,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,services,divorced,high.school,no,no,no,cellular,apr,tue,265,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:not30-60,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,191,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,admin.,married,high.school,no,no,no,cellular,nov,tue,406,2,0,no,failure,3.4,158,30.1,0,5017.5,1
age:30-60,entrepreneur,married,basic.9y,yes,no,no,telephone,may,fri,95,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,housemaid,married,high.school,no,no,no,telephone,may,tue,352,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,yes,no,no,cellular,aug,mon,149,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,self-employed,married,university.degree,yes,yes,no,cellular,aug,mon,693,6,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.6y,yes,no,yes,telephone,may,fri,574,5,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,aug,thu,253,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,157,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,self-employed,single,university.degree,no,yes,no,telephone,jun,wed,40,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,high.school,yes,yes,no,cellular,may,wed,839,2,7,yes,success,1.8,160,46.2,1,5099.1,1
age:30-60,admin.,divorced,basic.9y,no,no,no,telephone,may,thu,973,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,divorced,basic.9y,yes,no,no,telephone,jul,wed,155,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,single,high.school,no,yes,no,cellular,nov,fri,41,2,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,technician,single,high.school,no,yes,no,cellular,aug,mon,201,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,high.school,no,no,no,cellular,apr,fri,193,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,services,married,high.school,no,yes,yes,telephone,jul,mon,63,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,yes,yes,yes,telephone,may,mon,398,7,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,basic.9y,no,no,no,cellular,nov,mon,97,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,services,divorced,basic.6y,no,yes,no,telephone,aug,wed,813,2,0,no,failure,2.9,154,31.4,0,5076.2,0
age:30-60,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,938,2,0,no,failure,0.00011,171,36.4,4,5191.0,1
age:30-60,unemployed,married,high.school,no,no,no,cellular,may,wed,100,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,single,high.school,no,no,no,telephone,jun,mon,418,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,services,married,high.school,no,no,yes,telephone,jun,tue,220,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,divorced,professional.course,no,no,no,cellular,aug,tue,58,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1149,5,0,no,failure,0.00014,166,36.1,4,5228.1,1
age:30-60,admin.,single,high.school,no,yes,no,cellular,oct,mon,61,2,6,yes,failure,3.4,156,26.9,0,5017.5,0
age:30-60,services,single,basic.6y,no,yes,yes,cellular,apr,tue,213,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,basic.4y,no,yes,no,telephone,may,wed,249,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,no,no,cellular,aug,wed,301,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,sep,fri,173,2,15,yes,failure,1.1,173,37.5,0,4963.6,1
age:30-60,technician,married,basic.9y,no,yes,no,telephone,jun,mon,215,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,unemployed,divorced,professional.course,no,yes,no,cellular,aug,mon,150,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,university.degree,no,no,no,telephone,apr,fri,362,2,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,173,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,high.school,no,yes,no,telephone,may,wed,359,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,oct,wed,90,1,0,no,failure,3.4,156,26.9,0,5017.5,0
age:30-60,self-employed,divorced,university.degree,no,no,no,cellular,may,thu,345,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,services,single,unknown,no,yes,no,cellular,jul,tue,598,5,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:not30-60,technician,married,professional.course,no,no,no,cellular,jul,thu,102,9,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,268,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,telephone,jun,thu,98,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,56,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,203,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,self-employed,married,university.degree,no,no,no,cellular,jul,fri,156,3,0,yes,failure,1.7,174,40.3,0,4991.6,0
age:not30-60,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,208,2,3,yes,success,3.4,158,30.1,0,5017.5,1
age:30-60,management,married,university.degree,no,no,no,cellular,nov,tue,633,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,management,married,basic.9y,no,yes,no,telephone,may,wed,192,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,wed,343,2,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,university.degree,yes,yes,no,cellular,may,wed,124,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,single,professional.course,no,yes,no,cellular,may,mon,240,6,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.6y,yes,no,no,cellular,jul,wed,85,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,no,yes,telephone,jun,thu,640,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,services,married,high.school,no,yes,no,cellular,may,wed,903,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,single,high.school,no,yes,no,cellular,nov,thu,120,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,82,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,single,high.school,no,yes,no,cellular,may,wed,281,3,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,single,university.degree,no,no,no,cellular,aug,thu,119,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,wed,116,5,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,apr,wed,110,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,services,married,high.school,no,yes,no,cellular,may,fri,15,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,183,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,aug,tue,109,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511,3,6,yes,success,1.1,173,37.5,0,4963.6,1
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,121,4,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,entrepreneur,married,unknown,yes,no,no,telephone,jun,fri,1072,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,jun,tue,483,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,basic.9y,yes,yes,no,telephone,may,tue,109,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,79,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,management,married,university.degree,no,no,no,telephone,jun,mon,316,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,single,professional.course,no,no,no,telephone,jun,tue,149,1,0,no,failure,1.7,172,39.8,0,4991.6,0
age:30-60,admin.,single,university.degree,no,yes,no,telephone,aug,thu,158,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,unemployed,married,basic.4y,no,no,no,cellular,aug,tue,121,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,basic.4y,yes,no,no,telephone,may,tue,272,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,no,no,cellular,may,fri,123,5,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,admin.,single,high.school,no,yes,no,cellular,may,fri,792,2,0,yes,failure,1.8,160,46.2,1,5099.1,1
age:30-60,technician,married,professional.course,no,no,no,telephone,may,mon,180,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,627,2,6,yes,success,3.4,158,30.1,0,5017.5,1
age:not30-60,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,120,1,6,yes,success,3.4,156,26.9,0,5017.5,0
age:30-60,blue-collar,married,basic.6y,yes,no,no,telephone,may,tue,299,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,unemployed,single,university.degree,no,yes,no,telephone,jun,tue,198,1,0,no,failure,1.7,172,39.8,0,4991.6,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,may,tue,251,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,retired,married,basic.4y,yes,no,no,telephone,may,wed,441,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,retired,married,basic.4y,yes,no,no,cellular,jul,wed,119,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,married,high.school,yes,yes,yes,cellular,aug,fri,34,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
