age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,blue-collar,married,basic.6y,no,yes,no,telephone,nov,thu,713,6,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,212,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,university.degree,no,no,yes,cellular,apr,thu,126,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,management,divorced,university.degree,no,yes,no,cellular,nov,fri,183,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,168,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,retired,divorced,professional.course,no,no,no,cellular,jun,fri,213,6,12,yes,failure,1.7,172,39.8,0,4991.6,1
age:30-60,unemployed,married,high.school,no,no,yes,telephone,may,thu,135,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,143,5,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,single,university.degree,no,yes,yes,telephone,jun,fri,431,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,76,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,blue-collar,divorced,basic.4y,yes,no,no,cellular,aug,thu,224,1,0,no,failure,1.7,172,38.3,0,4991.6,0
age:not30-60,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,72,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,unemployed,married,basic.4y,yes,yes,no,cellular,jul,thu,458,9,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,admin.,single,university.degree,no,yes,no,cellular,apr,fri,1007,2,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,management,married,high.school,no,yes,yes,cellular,may,fri,230,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,single,basic.9y,yes,yes,no,telephone,may,mon,289,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,blue-collar,married,basic.6y,yes,no,no,telephone,may,thu,149,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,services,single,basic.9y,no,no,yes,cellular,may,fri,126,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,services,single,high.school,yes,yes,yes,telephone,jun,fri,25,26,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,yes,yes,no,telephone,may,fri,865,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,married,high.school,no,no,no,telephone,may,tue,919,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,aug,wed,356,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,aug,mon,154,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,retired,married,basic.4y,no,no,no,cellular,apr,tue,106,1,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,self-employed,married,basic.4y,no,no,no,cellular,nov,tue,354,2,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,divorced,high.school,no,no,no,cellular,jul,fri,87,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,married,basic.6y,yes,no,no,cellular,apr,thu,140,2,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,unknown,married,basic.4y,yes,no,no,telephone,may,tue,257,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,university.degree,no,no,no,cellular,aug,wed,699,2,0,yes,failure,2.9,154,31.4,0,5076.2,0
age:30-60,admin.,married,basic.9y,no,no,no,cellular,jul,fri,1139,2,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,services,married,basic.9y,no,yes,no,cellular,may,mon,50,5,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,single,university.degree,no,no,no,telephone,may,mon,112,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,146,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,high.school,no,no,no,cellular,nov,tue,91,2,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,married,basic.9y,yes,yes,no,cellular,aug,fri,42,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,yes,cellular,jul,mon,161,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,admin.,married,university.degree,no,no,no,telephone,jun,thu,240,6,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,209,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,blue-collar,single,university.degree,no,no,no,telephone,jun,wed,126,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,technician,married,unknown,no,no,no,cellular,jul,mon,167,1,0,no,failure,1.7,174,40.3,0,4991.6,0
age:30-60,blue-collar,single,university.degree,yes,yes,yes,cellular,jul,tue,70,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,divorced,professional.course,no,yes,yes,cellular,may,tue,429,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.4y,yes,no,no,telephone,may,mon,136,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,single,professional.course,no,yes,yes,cellular,jul,thu,123,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,married,basic.9y,yes,yes,yes,cellular,aug,mon,256,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,retired,married,basic.4y,no,no,no,telephone,dec,wed,137,8,0,no,failure,3.0,159,33.0,0,5023.5,0
age:not30-60,admin.,single,university.degree,no,yes,yes,telephone,oct,thu,227,1,0,no,failure,3.4,156,26.9,0,5017.5,0
age:30-60,blue-collar,married,basic.4y,yes,no,no,cellular,jul,tue,368,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,aug,thu,131,11,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,single,high.school,no,yes,no,cellular,may,thu,426,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,unknown,married,unknown,yes,yes,no,cellular,aug,fri,10,5,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,professional.course,no,no,no,cellular,apr,fri,292,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,self-employed,married,university.degree,no,yes,no,cellular,oct,thu,317,6,6,yes,success,1.1,178,49.5,0,4963.6,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,jul,tue,243,1,0,no,failure,2.9,156,33.6,1,5076.2,1
age:30-60,technician,divorced,professional.course,no,yes,yes,cellular,mar,tue,460,1,0,no,failure,1.8,160,50.0,1,5099.1,1
age:30-60,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,753,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,professional.course,yes,yes,no,cellular,jul,thu,747,4,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,121,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,student,single,high.school,no,no,yes,cellular,oct,fri,380,1,3,yes,success,1.1,178,49.5,1,4963.6,1
age:30-60,blue-collar,married,basic.9y,yes,yes,no,cellular,apr,tue,427,4,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,technician,married,university.degree,no,no,no,cellular,aug,thu,52,6,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,telephone,jun,fri,8,31,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,11,12,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,apr,mon,143,4,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,apr,fri,126,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,services,divorced,high.school,no,yes,no,cellular,nov,wed,222,3,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,student,single,high.school,no,yes,no,cellular,apr,thu,162,4,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,management,married,university.degree,yes,yes,no,cellular,jul,mon,37,12,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,single,high.school,no,no,no,telephone,may,fri,67,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,aug,mon,1152,3,0,no,failure,0.00014,166,36.1,4,5228.1,1
age:not30-60,services,married,high.school,no,yes,yes,telephone,may,wed,27,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,technician,married,professional.course,no,no,no,cellular,jul,wed,263,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue,345,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,university.degree,yes,no,yes,cellular,aug,fri,70,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,may,tue,285,3,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,single,basic.4y,yes,yes,no,cellular,may,thu,93,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,yes,no,no,cellular,jul,thu,674,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,nov,thu,105,6,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,239,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,technician,married,professional.course,yes,no,no,telephone,jun,mon,54,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,jul,thu,46,4,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,self-employed,single,university.degree,no,no,no,telephone,may,thu,459,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,self-employed,single,university.degree,no,no,no,cellular,may,fri,1243,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,unknown,no,yes,no,telephone,jun,fri,471,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1117,2,0,no,failure,2.9,154,31.4,0,5076.2,0
age:30-60,services,married,high.school,no,yes,no,telephone,may,mon,347,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,77,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,aug,tue,210,2,0,yes,failure,2.9,154,31.4,0,5076.2,0
age:30-60,blue-collar,married,high.school,no,no,no,cellular,jul,mon,889,1,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,technician,divorced,high.school,no,yes,no,cellular,apr,thu,400,1,0,yes,failure,1.8,162,47.1,1,5099.1,1
age:not30-60,student,single,high.school,no,yes,no,cellular,may,thu,21,8,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,admin.,single,university.degree,no,yes,no,telephone,may,mon,231,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,married,basic.9y,yes,yes,no,cellular,nov,mon,209,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,retired,single,high.school,no,yes,no,cellular,jul,thu,143,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,unknown,no,yes,no,telephone,may,thu,170,5,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,student,single,basic.9y,no,yes,no,cellular,mar,thu,325,1,0,no,failure,1.8,160,50.0,1,5099.1,1
age:30-60,admin.,divorced,university.degree,no,no,yes,cellular,nov,thu,56,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,technician,single,professional.course,no,yes,no,cellular,aug,thu,474,1,0,no,failure,2.9,154,31.4,0,5076.2,1
age:30-60,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,266,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,580,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,admin.,single,high.school,no,no,no,cellular,jul,thu,720,2,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,111,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,single,unknown,no,yes,no,cellular,jul,tue,1046,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,113,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,97,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,married,high.school,no,yes,no,telephone,jul,thu,345,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,admin.,single,high.school,no,yes,no,telephone,jun,wed,184,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,student,single,high.school,no,no,yes,telephone,may,fri,2680,1,0,no,failure,0.00011,171,36.4,4,5191.0,1
age:30-60,services,married,university.degree,no,yes,no,cellular,aug,tue,174,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,services,single,high.school,no,yes,no,cellular,jul,fri,143,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,housemaid,single,high.school,no,yes,no,cellular,jul,tue,257,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,197,1,3,yes,success,0.1,164,42.0,4,5195.8,0
age:30-60,technician,married,professional.course,yes,yes,no,telephone,jun,thu,87,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,management,married,university.degree,no,no,no,telephone,may,thu,187,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,unemployed,married,university.degree,no,no,no,cellular,jul,thu,509,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,single,professional.course,yes,no,no,telephone,jun,thu,820,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,management,married,high.school,yes,no,no,cellular,may,mon,229,5,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,self-employed,married,university.degree,no,no,no,cellular,nov,wed,134,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,management,married,professional.course,yes,yes,no,telephone,may,tue,699,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,married,high.school,no,no,no,telephone,may,wed,206,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,single,professional.course,no,yes,no,cellular,jul,wed,77,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,divorced,basic.9y,yes,yes,no,telephone,jun,wed,24,10,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,technician,married,high.school,no,no,no,cellular,apr,mon,176,3,0,no,failure,1.8,169,34.6,0,5008.7,1
age:30-60,services,married,high.school,no,yes,no,cellular,apr,mon,106,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,unknown,yes,no,no,cellular,nov,tue,67,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,423,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,services,unknown,professional.course,no,yes,no,telephone,jun,fri,7,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,housemaid,married,basic.4y,no,yes,no,telephone,aug,mon,235,1,6,yes,failure,2.9,154,31.4,0,5076.2,1
age:not30-60,retired,divorced,basic.4y,no,no,no,cellular,nov,fri,90,2,0,no,failure,3.4,158,30.1,0,5017.5,0
age:not30-60,technician,single,unknown,no,no,no,cellular,jun,mon,441,1,0,no,failure,2.9,161,40.8,1,5076.2,1
age:30-60,blue-collar,married,high.school,no,yes,no,telephone,nov,mon,943,1,0,no,failure,0.1,164,42.0,4,5195.8,1
age:30-60,retired,divorced,basic.4y,no,no,no,cellular,jun,mon,111,5,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,technician,married,professional.course,yes,yes,no,cellular,aug,fri,1809,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,193,5,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,admin.,married,high.school,no,yes,no,telephone,may,tue,67,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,university.degree,no,no,no,telephone,jun,fri,614,2,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,41,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,retired,married,university.degree,yes,no,no,telephone,may,thu,207,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,divorced,basic.9y,yes,no,no,telephone,may,fri,70,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,no,yes,no,telephone,may,fri,238,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,single,basic.6y,no,no,no,telephone,may,fri,361,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,telephone,jun,fri,204,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,mar,fri,119,5,0,no,failure,1.8,160,50.0,1,5099.1,0
age:30-60,unemployed,married,high.school,no,yes,no,telephone,may,thu,285,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,single,basic.6y,no,yes,no,telephone,jun,fri,307,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,single,high.school,no,yes,no,cellular,apr,mon,167,1,0,no,failure,1.8,162,47.1,1,5099.1,0
