LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYEMENT
490000.0,Male,Graduate_school,Married,45,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,9763.0,7059.0,5606.0,3136.0,3353.0,12336.0,7059.0,6000.0,3136.0,3353.0,12336.0,1493.0,1
80000.0,Female,University,Single,24,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,23787.0,23124.0,26700.0,27064.0,27685.0,27091.0,0.0,4300.0,1100.0,1200.0,0.0,2500.0,1
50000.0,Female,University,Married,46,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,28390.0,29639.0,30854.0,30062.0,32705.0,33519.0,2000.0,2000.0,0.0,3300.0,1500.0,0.0,0
220000.0,Male,University,Married,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,15746.0,17537.0,14856.0,35705.0,25649.0,5018.0,16780.0,14469.0,35278.0,4647.0,19.0,8438.0,0
500000.0,Female,Graduate_school,Single,37,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,43643.0,46586.0,48832.0,49568.0,46939.0,49147.0,4000.0,3000.0,2000.0,2000.0,3000.0,7000.0,0
50000.0,Female,High_school,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0
150000.0,Female,High_school,Single,47,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,153412.0,153720.0,150540.0,153103.0,152060.0,151470.0,7000.0,7000.0,7000.0,5200.0,5500.0,6300.0,0
360000.0,Female,High_school,Married,40,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,Female,High_school,Single,24,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,50162.0,48982.0,43579.0,43825.0,28396.0,27437.0,0.0,2207.0,2300.0,1006.0,1000.0,1100.0,0
320000.0,Male,Graduate_school,Married,35,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,291.0,2594.0,2691.0,291.0,291.0,291.0,2594.0,2691.0,291.0,291.0,291.0,3124.0,1
370000.0,Male,Graduate_school,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,333930.0,280727.0,285705.0,295747.0,250158.0,255956.0,13000.0,11000.0,15000.0,10000.0,10000.0,12000.0,0
390000.0,Female,Graduate_school,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,5044.0,1248.0,199466.0,200701.0,210885.0,213137.0,1248.0,201925.0,6195.0,30000.0,8000.0,8000.0,0
500000.0,Male,Graduate_school,Married,55,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,3925.0,11200.0,25509.0,9857.0,8945.0,9985.0,11253.0,25585.0,3.0,18.0,5034.0,5031.0,0
500000.0,Female,University,Married,54,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0
50000.0,Female,University,Single,24,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,97043.0,39837.0,6928.0,17006.0,17363.0,17707.0,2000.0,6943.0,17006.0,630.0,633.0,657.0,0
80000.0,Female,High_school,Single,35,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,Male,University,Single,42,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,51047.0,47924.0,49053.0,50106.0,17756.0,18072.0,0.0,2200.0,2180.0,1000.0,1000.0,800.0,0
200000.0,Male,University,Married,40,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,303719.0,268163.0,228720.0,234177.0,201490.0,190721.0,5133.0,0.0,5857.0,202076.0,6726.0,5346.0,0
20000.0,Female,University,Single,25,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,18696.0,20086.0,20285.0,16530.0,0.0,0.0,1705.0,1418.0,2011.0,0.0,0.0,0.0,1
210000.0,Male,University,Single,37,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,1890.0,3037.0,2429.0,823.0,1089.0,1451.0,3037.0,1200.0,0.0,1089.0,1201.0,1031.0,0
280000.0,Male,Graduate_school,Single,32,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,217798.0,202676.0,199490.0,181857.0,183324.0,177920.0,10050.0,10123.0,10001.0,6244.0,6315.0,7037.0,0
160000.0,Female,Graduate_school,Single,36,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,300.0,0.0,1
80000.0,Female,High_school,Married,51,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,80904.0,64144.0,54029.0,51497.0,28250.0,28073.0,2500.0,2200.0,1817.0,1200.0,1200.0,1100.0,0
230000.0,Female,Graduate_school,Married,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,165405.0,168697.0,172990.0,177963.0,77076.0,78848.0,6027.0,7000.0,8000.0,3000.0,3000.0,3226.0,0
260000.0,Female,University,Married,39,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,255674.0,260778.0,124739.0,126892.0,131160.0,133400.0,10663.0,4520.0,4537.0,6308.0,6000.0,0.0,1
60000.0,Female,High_school,Married,49,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,60335.0,52211.0,48293.0,49311.0,50290.0,51346.0,6751.0,6803.0,1821.0,1800.0,1866.0,1896.0,0
60000.0,Male,High_school,Single,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,57530.0,59869.0,59942.0,28934.0,27461.0,28504.0,3869.0,2742.0,1200.0,1461.0,1504.0,1683.0,0
50000.0,Male,University,Single,23,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,16252.0,17275.0,18392.0,19170.0,20555.0,20102.0,1600.0,1700.0,1400.0,1689.0,0.0,900.0,0
50000.0,Male,University,Married,52,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,50757.0,78196.0,43733.0,85652.0,29775.0,30243.0,0.0,5607.0,16.0,1167.0,1051.0,1165.0,1
50000.0,Female,University,Single,53,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_delay>=1,3914.0,7419.0,7156.0,8492.0,9515.0,9287.0,3591.0,0.0,1500.0,1100.0,0.0,300.0,1
260000.0,Female,Graduate_school,Married,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,122825.0,88273.0,91908.0,90857.0,-81334.0,142645.0,5000.0,6000.0,5020.0,81569.0,331788.0,10002.0,0
30000.0,Female,University,Single,25,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,13785.0,13272.0,14310.0,16059.0,15506.0,15687.0,0.0,1560.0,2300.0,0.0,580.0,1000.0,0
30000.0,Female,University,Single,22,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,3158.0,5547.0,3312.0,3145.0,3022.0,3247.0,5572.0,3321.0,3154.0,3031.0,3339.0,2921.0,0
110000.0,Female,University,Married,46,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,102726.0,110179.0,105137.0,105467.0,94294.0,86381.0,10700.0,0.0,5000.0,4000.0,4000.0,5000.0,0
320000.0,Female,Graduate_school,Married,37,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,14536.0,2935.0,3019.0,4179.0,4256.0,2675.0,2949.0,3034.0,4200.0,4277.0,2688.0,3651.0,0
120000.0,Male,University,Single,34,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,45755.0,46725.0,49653.0,48571.0,47664.0,48720.0,2000.0,4000.0,0.0,0.0,2000.0,2000.0,1
210000.0,Female,High_school,Single,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,203447.0,206683.0,99411.0,63322.0,73433.0,75381.0,6549.0,4500.0,2407.0,12700.0,3200.0,4000.0,0
340000.0,Female,University,Single,36,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,337981.0,344920.0,18921.0,21205.0,19810.0,13586.0,17181.0,2000.0,10000.0,5000.0,3000.0,1000.0,0
50000.0,Female,University,Married,28,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,1019.0,1672.0,836.0,836.0,836.0,1517.0,1672.0,836.0,0.0,836.0,1517.0,1394.0,0
110000.0,Female,University,Single,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,125719.0,121523.0,116319.0,116082.0,111141.0,110854.0,4316.0,4120.0,4001.0,4173.0,4103.0,3888.0,0
80000.0,Male,Graduate_school,Single,31,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,19824.0,5000.0,19037.0,12344.0,26344.0,1011.0,5000.0,19037.0,0.0,14000.0,0.0,3949.0,0
50000.0,Female,University,Married,37,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,51734.0,51665.0,51105.0,47494.0,31375.0,30781.0,2003.0,1680.0,1860.0,1061.0,1392.0,8000.0,0
150000.0,Female,University,Single,23,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,115206.0,111447.0,103317.0,96140.0,87455.0,87601.0,6000.0,3306.0,3412.0,3500.0,3500.0,3300.0,0
80000.0,Male,Graduate_school,Single,33,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,77244.0,78259.0,79286.0,69708.0,49743.0,48969.0,3492.0,3593.0,3006.0,1729.0,2000.0,1900.0,0
360000.0,Male,Graduate_school,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,14409.0,3540.0,500.0,500.0,0.0,1191.0,3540.0,500.0,500.0,0.0,1191.0,0.0,0
160000.0,Female,Graduate_school,Single,36,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_delay>=1,Pay_duly,598.0,598.0,168.0,1449.0,916.0,2133.0,0.0,0.0,1449.0,0.0,2133.0,0.0,1
260000.0,Female,High_school,Married,38,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1973.0,1973.0,1973.0,6746.0,1973.0,1973.0,1973.0,1973.0,6746.0,1973.0,1973.0,3733.0,0
120000.0,Female,University,Married,31,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,21134.0,20502.0,24832.0,24135.0,28723.0,31258.0,0.0,5000.0,0.0,5000.0,3000.0,0.0,1
200000.0,Female,University,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,61940.0,63314.0,64699.0,66029.0,66836.0,68390.0,3000.0,3000.0,3000.0,2500.0,2632.0,2700.0,0
360000.0,Female,University,Single,41,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,3640.0,1436.0,1114.0,1917.0,19588.0,16666.0,1436.0,1114.0,1917.0,19588.0,16666.0,707.0,0
200000.0,Male,Graduate_school,Single,32,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,0
180000.0,Male,University,Single,38,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,9409.0,10395.0,5382.0,3155.0,1877.0,4673.0,10423.0,5393.0,3159.0,1881.0,4678.0,1353.0,0
50000.0,Male,University,Married,47,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,22923.0,23264.0,23879.0,23960.0,24067.0,24253.0,1400.0,1400.0,850.0,871.0,974.0,962.0,0
20000.0,Female,University,Single,39,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,Female,University,Married,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,34265.0,34175.0,33392.0,28340.0,24384.0,22643.0,2000.0,2000.0,2000.0,2000.0,1000.0,1000.0,0
20000.0,Female,University,Single,21,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,13660.0,15056.0,15400.0,12900.0,19500.0,0.0,2000.0,1000.0,0.0,6600.0,0.0,0.0,0
220000.0,Female,University,Single,29,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,43596.0,45765.0,41308.0,39770.0,31840.0,33173.0,6000.0,2.0,3006.0,2000.0,2000.0,1500.0,0
180000.0,Female,University,Married,34,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,142024.0,144790.0,146552.0,142714.0,152219.0,149618.0,6500.0,5600.0,0.0,12000.0,0.0,11800.0,1
50000.0,Female,University,Married,53,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,28509.0,29230.0,30356.0,31342.0,32644.0,32719.0,1500.0,1600.0,1498.0,2627.0,1400.0,1200.0,0
160000.0,Male,University,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,128809.0,127595.0,115094.0,111678.0,105336.0,104306.0,5000.0,4000.0,5000.0,4000.0,3603.0,4200.0,0
130000.0,Female,University,Married,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,115303.0,113502.0,111651.0,102622.0,96723.0,98827.0,4157.0,4168.0,5025.0,3223.0,4105.0,4000.0,0
50000.0,Female,University,Single,24,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,53159.0,50465.0,50744.0,41232.0,14459.0,17225.0,2000.0,2097.0,2224.0,1000.0,3000.0,633.0,0
160000.0,Female,Graduate_school,Married,40,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,3843.0,1876.0,4493.0,5929.0,2973.0,3843.0,1891.0,4520.0,5950.0,2979.0,5188.0,0
360000.0,Female,Graduate_school,Single,34,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,96169.0,96586.0,98927.0,98750.0,96045.0,93456.0,4000.0,4223.0,4004.0,4000.0,3500.0,3400.0,0
260000.0,Male,Graduate_school,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,128208.0,100939.0,92549.0,90038.0,88772.0,111287.0,17000.0,6000.0,5000.0,6500.0,25000.0,4000.0,0
30000.0,Male,High_school,Married,42,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,390.0,390.0,390.0,240.0,1320.0,780.0,390.0,390.0,240.0,1470.0,0.0,0.0,0
20000.0,Male,University,Single,22,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,19512.0,17692.0,19136.0,20080.0,17366.0,17128.0,0.0,1736.0,1618.0,902.0,1000.0,869.0,0
260000.0,Female,Graduate_school,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,238110.0,244368.0,245186.0,254614.0,176211.0,180845.0,10368.0,15186.0,14614.0,7211.0,7850.0,6912.0,0
120000.0,Female,Graduate_school,Single,27,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20000.0,Male,High_school,Married,40,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,13370.0,16326.0,17963.0,17386.0,16809.0,18137.0,3200.0,2200.0,0.0,0.0,1600.0,900.0,1
180000.0,Female,Graduate_school,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,26000.0,5480.0,5960.0,600.0,6800.0,12627.0,5488.0,5960.0,600.0,6800.0,12627.0,0.0,0
20000.0,Male,Graduate_school,Single,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,17263.0,17581.0,19670.0,16730.0,18757.0,12875.0,4321.0,5200.0,350.0,4500.0,1000.0,4500.0,0
50000.0,Male,University,Married,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,48591.0,37944.0,50135.0,49526.0,19686.0,19374.0,12000.0,13000.0,5000.0,4010.0,6000.0,3000.0,0
200000.0,Male,Graduate_school,Single,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1801.0,9483.0,60571.0,57990.0,9568.0,82.0,9556.0,60025.0,5032.0,5054.0,5000.0,3000.0,0
110000.0,Male,University,Single,34,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,108180.0,107597.0,89775.0,47139.0,47259.0,46348.0,5000.0,3000.0,2020.0,5000.0,0.0,3000.0,0
30000.0,Female,High_school,Single,26,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,28189.0,27467.0,26729.0,27291.0,28819.0,29201.0,0.0,0.0,1300.0,2123.0,1000.0,2000.0,1
290000.0,Female,Graduate_school,Single,31,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,82939.0,82814.0,71541.0,59493.0,67821.0,71546.0,5017.0,4033.0,2828.0,10000.0,5000.0,3000.0,0
160000.0,Female,University,Single,42,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,152699.0,152630.0,95758.0,97251.0,98010.0,99669.0,4462.0,0.0,4385.0,3639.0,3762.0,3800.0,1
180000.0,Female,High_school,Married,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,8911.0,5838.0,-2.0,120442.0,90430.0,92325.0,1034.0,2.0,120444.0,3236.0,3352.0,3897.0,0
20000.0,Male,University,Single,56,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,17819.0,18239.0,19094.0,12393.0,13037.0,13817.0,1000.0,1500.0,0.0,1000.0,1000.0,1000.0,0
90000.0,Female,University,Single,34,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,30026.0,29239.0,14027.0,13559.0,14331.0,14948.0,2000.0,1518.0,1500.0,1000.0,1000.0,1000.0,0
230000.0,Female,University,Married,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,30818.0,31209.0,32211.0,31647.0,34304.0,36849.0,2000.0,2000.0,1113.0,5000.0,5000.0,2000.0,0
50000.0,Male,High_school,Single,25,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_delay>=1,43685.0,44694.0,43673.0,44659.0,49512.0,48454.0,2000.0,0.0,2000.0,6000.0,300.0,3000.0,0
80000.0,Female,High_school,Married,55,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,59838.0,63860.0,59515.0,48444.0,44372.0,45412.0,10000.0,5000.0,4000.0,4851.0,3000.0,2200.0,0
140000.0,Male,Graduate_school,Single,55,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,65640.0,66998.0,68201.0,68866.0,65781.0,66850.0,2800.0,3000.0,2500.0,2350.0,2400.0,2400.0,0
610000.0,Male,University,Married,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,50724.0,8723.0,6245.0,7089.0,8059.0,8666.0,2134.0,1210.0,2000.0,2000.0,1666.0,1500.0,0
60000.0,Female,Graduate_school,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,5557.0,7587.0,7058.0,8127.0,4557.0,2992.0,7587.0,8028.0,8127.0,15.0,2992.0,7695.0,0
360000.0,Female,Graduate_school,Married,42,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,10000.0,893.0,1224.0,331.0,0.0,2757.0,893.0,331.0,0.0,0.0,2757.0,2056.0,0
30000.0,Male,University,Single,29,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,31986.0,31189.0,29634.0,28174.0,27307.0,24449.0,0.0,4.0,1020.0,1110.0,989.0,982.0,0
20000.0,Male,Graduate_school,Single,24,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,720.0,100.0,1192.0,7804.0,6200.0,3982.0,100.0,1192.0,7807.0,124.0,3982.0,1156.0,1
30000.0,Male,University,Married,32,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,28729.0,28305.0,16084.0,4432.0,24621.0,25073.0,2000.0,2000.0,2000.0,26100.0,1000.0,1100.0,0
90000.0,Male,University,Married,39,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,88081.0,83960.0,84963.0,56089.0,57355.0,58394.0,3244.0,2600.0,2037.0,2200.0,2110.0,7000.0,1
60000.0,Male,University,Married,32,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,30781.0,25870.0,26964.0,27265.0,30329.0,24104.0,1505.0,1599.0,900.0,4500.0,0.0,1000.0,0
130000.0,Male,University,Single,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,2541.0,0.0,7609.0,8217.0,9741.0,8308.0,0.0,7609.0,2500.0,1600.0,510.0,299.0,0
200000.0,Female,Graduate_school,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,7618.0,7961.0,1452.0,6248.0,4112.0,0.0,7961.0,1452.0,6248.0,4112.0,0.0,3428.0,0
220000.0,Female,University,Single,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,126695.0,106534.0,109884.0,106114.0,108202.0,110938.0,4000.0,5500.0,3775.0,4100.0,5000.0,4500.0,0
260000.0,Female,University,Married,40,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,342.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0
