id,kl_constr,loss,kl_min,kl_max,min_disp,max_disp,min_feasible,max_feasible,fidelity_explainer
0.95,0.03,0.03766,0.19236,0.10251,0.09436,0.1962,False,False,0.92865
0.95,0.05,0.03766,0.19232,0.10263,0.08809,0.19619,False,False,0.92865
0.95,0.07,0.03766,0.19221,0.10283,0.08351,0.19607,False,False,0.92865
0.95,0.1,0.03766,0.19209,0.10283,0.08351,0.19597,False,True,0.92865
0.95,0.2,0.03766,0.20006,0.17688,0.11169,0.20304,True,True,0.92865
0.96,0.005,0.04231,0.19246,0.10248,0.0955,0.19628,False,False,0.91897
0.96,0.01,0.04231,0.19241,0.10248,0.0955,0.19623,False,False,0.91897
0.96,0.03,0.04231,0.19242,0.10256,0.092,0.19626,False,False,0.91897
0.96,0.05,0.04231,0.1923,0.10283,0.08351,0.19613,False,False,0.91897
0.96,0.07,0.04231,0.1921,0.10283,0.08351,0.19595,False,False,0.91897
0.96,0.1,0.04231,0.19186,0.10283,0.08351,0.19578,False,True,0.91897
0.96,0.2,0.04231,0.20005,0.19377,0.13623,0.20304,True,True,0.91897
0.97,0.005,0.04547,0.19238,0.10249,0.09489,0.1962,False,False,0.91091
0.97,0.01,0.04547,0.19238,0.10252,0.09388,0.1962,False,False,0.91091
0.97,0.03,0.04547,0.19232,0.10259,0.08895,0.19619,False,False,0.91091
0.97,0.05,0.04547,0.19226,0.10283,0.08351,0.1961,False,False,0.91091
0.97,0.07,0.04547,0.19211,0.10283,0.08351,0.196,False,False,0.91091
0.97,0.1,0.04547,0.19163,0.10283,0.08351,0.19558,False,True,0.91091
0.97,0.2,0.04547,0.20009,0.19626,0.13985,0.20301,True,True,0.91091
0.98,0.005,0.0472,0.19225,0.1025,0.09413,0.19606,False,False,0.9057
0.98,0.01,0.0472,0.19225,0.10253,0.09345,0.19606,False,False,0.9057
0.98,0.03,0.0472,0.19218,0.10264,0.08786,0.19603,False,False,0.9057
0.98,0.05,0.0472,0.1921,0.10283,0.08351,0.19593,False,False,0.9057
0.98,0.07,0.0472,0.19194,0.10283,0.08351,0.19582,False,False,0.9057
0.98,0.1,0.0472,0.19148,0.10283,0.08351,0.19546,False,True,0.9057
0.98,0.2,0.0472,0.20005,0.19652,0.14026,0.20304,True,True,0.9057
0.99,0.005,0.05352,0.19212,0.10256,0.09152,0.19598,False,False,0.89664
0.99,0.01,0.05352,0.19203,0.10261,0.08853,0.1959,False,False,0.89664
0.99,0.03,0.05352,0.19203,0.10283,0.08351,0.19594,False,False,0.89664
0.99,0.05,0.05352,0.19182,0.10283,0.08351,0.19572,False,False,0.89664
0.99,0.07,0.05352,0.19158,0.10283,0.08351,0.19555,False,False,0.89664
0.99,0.1,0.05352,0.19152,0.10283,0.08351,0.19546,False,True,0.89664
0.99,0.2,0.05352,0.20009,0.197,0.14114,0.20301,True,True,0.89664
