id,kl_constr,loss,kl_min,kl_max,min_disp,max_disp,min_feasible,max_feasible,fidelity_explainer
0.93,0.03,0.0327,0.17491,0.09693,0.08689,0.18774,False,False,0.93659
0.93,0.05,0.0327,0.17487,0.09713,0.08262,0.18768,False,False,0.93659
0.93,0.07,0.0327,0.17474,0.0976,0.07476,0.18758,False,False,0.93659
0.93,0.1,0.0327,0.17441,0.10183,0.04669,0.18726,False,True,0.93659
0.93,0.2,0.0327,0.19982,0.15763,0.08987,0.2102,True,True,0.93659
0.94,0.005,0.03084,0.17502,0.09719,0.08208,0.18781,False,False,0.92617
0.94,0.01,0.03084,0.17498,0.09719,0.08213,0.18777,False,False,0.92617
0.94,0.03,0.03084,0.175,0.09692,0.08652,0.1878,False,False,0.92617
0.94,0.05,0.03084,0.17492,0.09701,0.08491,0.18771,False,False,0.92617
0.94,0.07,0.03084,0.17485,0.0976,0.07476,0.18766,False,False,0.92617
0.94,0.1,0.03084,0.17452,0.10187,0.04645,0.18734,False,True,0.92617
0.94,0.2,0.03084,0.19959,0.15232,0.08045,0.21004,True,True,0.92617
0.95,0.005,0.03617,0.17491,0.09719,0.08216,0.18772,False,False,0.92567
0.95,0.01,0.03617,0.17491,0.09696,0.08603,0.18772,False,False,0.92567
0.95,0.03,0.03617,0.17487,0.09698,0.0857,0.18771,False,False,0.92567
0.95,0.05,0.03617,0.17476,0.09732,0.07874,0.18758,False,False,0.92567
0.95,0.07,0.03617,0.17466,0.0976,0.07476,0.18751,False,False,0.92567
0.95,0.1,0.03617,0.17439,0.10177,0.04707,0.18726,False,True,0.92567
0.95,0.2,0.03617,0.19968,0.17153,0.11125,0.21015,True,True,0.92567
0.96,0.005,0.04169,0.17485,0.09693,0.08683,0.18766,False,False,0.91612
0.96,0.01,0.04169,0.17493,0.09698,0.08592,0.18775,False,False,0.91612
0.96,0.03,0.04169,0.17481,0.09718,0.08142,0.18764,False,False,0.91612
0.96,0.05,0.04169,0.17467,0.0976,0.07476,0.18748,False,False,0.91612
0.96,0.07,0.04169,0.17445,0.0976,0.07476,0.1873,False,False,0.91612
0.96,0.1,0.04169,0.17404,0.10167,0.04764,0.18699,False,True,0.91612
0.96,0.2,0.04169,0.19975,0.19451,0.14275,0.21023,True,True,0.91612
0.97,0.005,0.04726,0.17478,0.09701,0.08494,0.18762,False,False,0.91885
0.97,0.01,0.04726,0.17478,0.09704,0.08442,0.18762,False,False,0.91885
0.97,0.03,0.04726,0.17469,0.09743,0.0772,0.18751,False,False,0.91885
0.97,0.05,0.04726,0.17454,0.0976,0.07476,0.1874,False,False,0.91885
0.97,0.07,0.04726,0.17422,0.0976,0.07476,0.18706,False,False,0.91885
0.97,0.1,0.04726,0.17434,0.10169,0.04761,0.18726,False,True,0.91885
0.97,0.2,0.04726,0.1998,0.19651,0.14563,0.21028,True,True,0.91885
0.98,0.005,0.04857,0.17477,0.09707,0.08392,0.18759,False,False,0.91426
0.98,0.01,0.04857,0.17469,0.09713,0.08277,0.18751,False,False,0.91426
0.98,0.03,0.04857,0.1746,0.09749,0.07639,0.1874,False,False,0.91426
0.98,0.05,0.04857,0.17443,0.0976,0.07476,0.18726,False,False,0.91426
0.98,0.07,0.04857,0.1742,0.0976,0.07476,0.18705,False,False,0.91426
0.98,0.1,0.04857,0.17457,0.10165,0.04781,0.1875,False,True,0.91426
0.98,0.2,0.04857,0.19969,0.19666,0.14588,0.21021,True,True,0.91426
0.99,0.005,0.04503,0.1749,0.09701,0.08521,0.18773,False,False,0.90148
0.99,0.01,0.04503,0.17483,0.097,0.08526,0.18767,False,False,0.90148
0.99,0.03,0.04503,0.17476,0.0973,0.07903,0.18757,False,False,0.90148
0.99,0.05,0.04503,0.17452,0.0976,0.07476,0.18735,False,False,0.90148
0.99,0.07,0.04503,0.17434,0.0976,0.07476,0.18717,False,False,0.90148
0.99,0.1,0.04503,0.17389,0.10166,0.04776,0.18674,False,True,0.90148
0.99,0.2,0.04503,0.19978,0.19621,0.14514,0.21026,True,True,0.90148
