id,kl_constr,loss,kl_min,kl_max,min_disp,max_disp,min_feasible,max_feasible,fidelity_explainer
0.96,0.2,0.0433,0.20453,0.196,0.13237,0.1985,True,True,0.91934
0.97,0.005,0.04435,0.20191,0.10891,0.09627,0.19607,False,False,0.90855
0.97,0.01,0.04435,0.20185,0.10891,0.09594,0.19602,False,False,0.90855
0.97,0.03,0.04435,0.2018,0.10892,0.09331,0.19597,False,False,0.90855
0.97,0.05,0.04435,0.20175,0.10897,0.08634,0.19595,False,False,0.90855
0.97,0.07,0.04435,0.20163,0.10903,0.0834,0.19581,False,False,0.90855
0.97,0.1,0.04435,0.20141,0.10903,0.0834,0.19562,False,True,0.90855
0.97,0.2,0.04435,0.20453,0.19627,0.13281,0.1985,True,True,0.90855
0.98,0.005,0.04875,0.20177,0.10891,0.09494,0.19594,False,False,0.90594
0.98,0.01,0.04875,0.2017,0.10891,0.09494,0.19588,False,False,0.90594
0.98,0.03,0.04875,0.20171,0.10892,0.08888,0.19592,False,False,0.90594
0.98,0.05,0.04875,0.20157,0.10903,0.0834,0.19579,False,False,0.90594
0.98,0.07,0.04875,0.20141,0.10903,0.0834,0.19562,False,False,0.90594
0.98,0.1,0.04875,0.20121,0.10903,0.0834,0.19548,False,True,0.90594
0.98,0.2,0.04875,0.20453,0.19687,0.13386,0.1985,True,True,0.90594
0.99,0.005,0.05005,0.2017,0.10891,0.09494,0.19586,False,False,0.90396
0.99,0.01,0.05005,0.2017,0.10891,0.09455,0.19586,False,False,0.90396
0.99,0.03,0.05005,0.20164,0.10892,0.08888,0.19583,False,False,0.90396
0.99,0.05,0.05005,0.20149,0.10903,0.0834,0.19569,False,False,0.90396
0.99,0.07,0.05005,0.2014,0.10903,0.0834,0.19558,False,False,0.90396
0.99,0.1,0.05005,0.2012,0.10903,0.0834,0.19547,False,True,0.90396
0.99,0.2,0.05005,0.20453,0.19695,0.13403,0.1985,True,True,0.90396
